id,headword,normalized_headword,pronunciation,pos,pos_tag,morph,etymology,gloss_en,gloss_ru,definition,senses,examples,source,page,confidence,notes
3586,Shaló,Shalo,,NOUN,n.m.,,,Locusts.,,Locusts.,,,mainDictionary_repaired.csv,117,original,
3587,Shalwṇu,Shalwnu,,V.I.,v.i. re.,,,To be cool or cold.,,To be cool or cold.,,,mainDictionary_repaired.csv,117,original,
3588,"Shamáṇa, samáṇu","Shamana, samanu",,V.I.,v.i. re.,,,To die.,,To die.,,,mainDictionary_repaired.csv,117,original,
3589,Shāmá,Shama,,NOUN,n.m.,,,A kind of grass that grows in fields in the autumn.,,A kind of grass that grows in fields in the autumn.,,(Also shāṅī).,mainDictionary_repaired.csv,117,original,
3590,Shaṇáṇ,Shanan,,NOUN,n.m.,,(S. Snāna),"Bathing, a bath.",,"Bathing, a bath.",,,mainDictionary_repaired.csv,117,original,
3591,Shanchar,Shanchar,,NOUN,n.m.,,(S. Shanishchara),Saturn or Saturday.,,Saturn or Saturday.,,,mainDictionary_repaired.csv,117,original,
3592,Shāṇḍ,Shand,,ADJ.,adj.,,,Barren (of a cow or buffalo).,,Barren (of a cow or buffalo).,,,mainDictionary_repaired.csv,117,original,
3593,Shāṇḍṇu,Shandnu,,V.I.,v.i. re.,,,To fatigue.,,To fatigue.,,,mainDictionary_repaired.csv,117,original,
3594,Shāṇgal,Shangal,,N.F.,n.f.,,,The chain of a door.,,The chain of a door.,,(S. Shriṅkhalā).,mainDictionary_repaired.csv,117,original,
3595,Shāṅgī,Shangi,,N.F.,n.f.,,,The throat.,,The throat.,,,mainDictionary_repaired.csv,117,original,
3596,Shānnī,Shanni,,N.F.,n.f.,,,A small room in a house to keep sheep in.,,A small room in a house to keep sheep in.,,,mainDictionary_repaired.csv,117,original,
3597,Shānt,Shant,,N.F.,n.f.,,"(S. Shānti, peace)",A religious observance in honour of a deity.,,A religious observance in honour of a deity.,,,mainDictionary_repaired.csv,117,original,
3598,Shāpṛ,Shapr,,NOUN,n.m.,,,A rock.,,A rock.,,,mainDictionary_repaired.csv,117,original,
3599,Sharam,Sharam,,N.F.,n.f.,,(H. Sharm),Shame.,,Shame.,,"-āwṇī, v.i. re. To feel ashamed.",mainDictionary_repaired.csv,117,original,
3600,Shārdā,Sharda,,NOUN,n.m.,,,A kind of tax.,,A kind of tax.,,,mainDictionary_repaired.csv,117,original,
3601,Shāṛh,Sharh,,NOUN,n.m.,,(S. Āṣāṛha),"The third Hindū month, corresponding to June.",,"The third Hindū month, corresponding to June.",,,mainDictionary_repaired.csv,117,original,
3602,Shāṛhī,Sharhi,,N.F.,n.f.,,,The autumnal harvest.,,The autumnal harvest.,,,mainDictionary_repaired.csv,117,original,
3603,"Shariṇ, shriṇ","Sharin, shrin",,N.F.,n.f.,,,The smell of anything rotting.,,The smell of anything rotting.,,,mainDictionary_repaired.csv,117,original,
3604,Shaṛū,Sharu,,NOUN,n.m. pl.,,,Hail.,,Hail.,,"-paṛné, v.i. re. To fall, of hail.",mainDictionary_repaired.csv,117,original,
3605,Shā's,Sha's,,N.F.,n.f.,,,See Sā's.,,See Sā's.,,,mainDictionary_repaired.csv,117,original,
3606,Shashā,Shasha,,NOUN,n.m.,,,A hare.,,A hare.,,(Syn. faṛ-ṛū).,mainDictionary_repaired.csv,117,original,
3607,Shāshwṇu,Shashwnu,,V.T.,v.t. re.,,,To cause or allow to rub oil or butter on the body.,,To cause or allow to rub oil or butter on the body.,,,mainDictionary_repaired.csv,117,original,
3608,Shāshṇu,Shashnu,,V.T.,v.t. re.,,,To rub oil or butter on the body.,,To rub oil or butter on the body.,,,mainDictionary_repaired.csv,117,original,
3609,Shāṭā,Shata,,N.F.,n.f.,,,A bark (of a tree).,,A bark (of a tree).,,pl. -é.,mainDictionary_repaired.csv,117,original,
3610,Shāṭh,Shath,,NOUN,n.m. pl.,,,"The straw of the crop called koḍā, or used as fodder for cattle.",,"The straw of the crop called koḍā, or used as fodder for cattle.",,,mainDictionary_repaired.csv,117,original,
3611,Shā'h,Sha'h,,ADJ.,adj.,,,60.,,60.,,"-wāň, adj. m.; -wīň, pl. -weň. The sixtieth.",mainDictionary_repaired.csv,117,original,
3612,Shā'l,Sha'l,,N.F.,n.f.,,,"Shingle, a piece of wood.",,"Shingle, a piece of wood.",,"Shā'ī, pl. Shā'é.",mainDictionary_repaired.csv,117,original,
3613,Shaikāwṇu,Shaikawnu,,V.T.,v.t. re.,,,To cause or allow to escape.,,To cause or allow to escape.,,"f. -ī, pl. -é.",mainDictionary_repaired.csv,117,original,
3614,Shaikṇu,Shaiknu,,V.I.,v.i. re.,,,"To escape, to run away.",,"To escape, to run away.",,"f. -ī, pl. -é.",mainDictionary_repaired.csv,118,original,
3615,Shaṭkā,Shatka,,ADV.,adv.,,,"Soon, instantly, immediately.",,"Soon, instantly, immediately.",,"-chāṛé, adv. At once.",mainDictionary_repaired.csv,118,original,
3616,Shau,Shau,,NOUN,n.m.,,,A porcupine.,,A porcupine.,,(Also shāī).,mainDictionary_repaired.csv,118,original,
3617,Shauṅ,Shaun,,N.F.,n.f.,,(H. saugand),A swearing.,,A swearing.,,"-deṇī, v.t. ir. To put on oath. 'Tere shauṅ, āň ni dewaṅḍā.' - 'I swear on you, I am not going.'",mainDictionary_repaired.csv,118,original,
3618,Shauṅkaṇ,Shaunkan,,N.F.,n.f.,,,A rival.,,A rival.,,,mainDictionary_repaired.csv,118,original,
3619,Shaun,Shaun,,N.F.,n.f.,,,A rival wife.,,A rival wife.,,,mainDictionary_repaired.csv,118,original,
3620,Shāuṇī,Shauni,,N.F.,n.f.,,,A term for land that may be under direct cultivation by a chief.,,A term for land that may be under direct cultivation by a chief.,,Syn. bāshā.,mainDictionary_repaired.csv,118,original,
3621,Shauṇlāwṇu,Shaunlawnu,,V.T.,v.t. re.,,,To cause or allow to shear wool (of sheep).,,To cause or allow to shear wool (of sheep).,,,mainDictionary_repaired.csv,118,original,
3622,Shauṇlṇu,Shaunlnu,,V.T.,v.t. re.,,,To shear wool (of sheep).,,To shear wool (of sheep).,,"f. -ī, pl. -é.",mainDictionary_repaired.csv,118,original,
3623,Shekhṛā,Shekhra,,NOUN,n.m.,,,See Saurā.,,See Saurā.,,,mainDictionary_repaired.csv,118,original,
3624,Shekhū,Shekhu,,NOUN,n.m.,,(H.),A garland to be worn at a wedding.,,A garland to be worn at a wedding.,,,mainDictionary_repaired.csv,118,original,
3625,"Shékṛ, shekṛā","Shekr, shekra",,NOUN,n.m.,,,Bark or shell.,,Bark or shell.,,"-mārnī, v.s. re. To boast of.",mainDictionary_repaired.csv,118,original,
3626,Shekhṛā,Shekhra,,NOUN,n.m.,,,See Shékṛ.,,See Shékṛ.,,,mainDictionary_repaired.csv,118,original,
3627,Shél,Shel,,NOUN,n.m.,,,Fibre used to make ropes. It is produced from the bark of a tree called byoṅl which is also used to feed cattle.,,Fibre used to make ropes. It is produced from the bark of a tree called byoṅl which is also used to feed cattle.,,,mainDictionary_repaired.csv,118,original,
3628,"Shél, shelī","Shel, sheli",,N.F.,n.f.,,,The root of an esculent plant called kachālá.,,The root of an esculent plant called kachālá.,,,mainDictionary_repaired.csv,118,original,
3629,"Sher, sheṛī","Sher, sheri",,N.F.,n.f.,,,"A long field, generally of rice.",,"A long field, generally of rice.",,,mainDictionary_repaired.csv,118,original,
3630,Sheṛū,Sheru,,N.F.,n.f.,,(S. Sharṣapa),A kind of mustard (Sinapis dichotoma).,,A kind of mustard (Sinapis dichotoma).,,(pl. See Sheṛ).,mainDictionary_repaired.csv,118,original,
3631,Sheṭāwṇu,Shetawnu,,V.T.,v.t. re.,,,To cause or allow to throw away.,,To cause or allow to throw away.,,"f. -ī, pl. -é.",mainDictionary_repaired.csv,118,original,
3632,Sheṭṇu,Shetnu,,V.I.,v.i. re.,,,To cast away.,,To cast away.,,"f. -ī, pl. -é.",mainDictionary_repaired.csv,118,original,
3633,Sheṭuwṇu,Shetuwnu,,V.T.,v.t. re.,,,To be cast away.,,To be cast away.,,"f. -ī, pl. -é.",mainDictionary_repaired.csv,118,original,
3634,Shīghrá,Shighra,,ADV.,adv. m.,,(S. Shīghra),"Soon, immediately.",,"Soon, immediately.",,"f. -ī, pl. -é.",mainDictionary_repaired.csv,118,original,
3635,Shikhṇu,Shikhnu,,V.T.,v.t. ir.,,,"To give good advice, to instruct, to bring up.",,"To give good advice, to instruct, to bring up.",,,mainDictionary_repaired.csv,118,original,
3636,Shikṛā,Shikra,,NOUN,n.m.,,,A small bird of prey.,,A small bird of prey.,,,mainDictionary_repaired.csv,118,original,
3637,Shil,Shil,,N.F.,n.f.,,,A large stone.,,A large stone.,,,mainDictionary_repaired.csv,118,original,
3638,Shīlā,Shila,,ADJ.,adj. m.,,,Not sunny. A place where the sun shines but for a short time.,,Not sunny. A place where the sun shines but for a short time.,,"f. -ī, pl. -é.",mainDictionary_repaired.csv,118,original,
3639,Shīm,Shim,,NOUN,n.m.,,,Mucus.,,Mucus.,,,mainDictionary_repaired.csv,118,original,
3640,Shimāwṇu,Shimawnu,,V.T.,v.t. re.,,,To cause or allow to give off mucus.,,To cause or allow to give off mucus.,,"f. -ī, pl. -é.",mainDictionary_repaired.csv,118,original,
3641,Shīmṇu,Shimnu,,V.I.,v.i. re.,,,To excrete mucus.,,To excrete mucus.,,,mainDictionary_repaired.csv,118,original,
3642,Shīṅg,Shing,,NOUN,n.m.,,(S. Shriṅga),A horn.,,A horn.,,"-o, pl. Horns.",mainDictionary_repaired.csv,118,original,
3643,Shīṅgāwṇu,Shingawnu,,V.T.,v.t. re.,,,To cause or allow to smell.,,To cause or allow to smell.,,"f. -ī, pl. -é.",mainDictionary_repaired.csv,118,original,
3644,Shīṅghṇu,Shinghnu,,V.T.,v.t. re.,,,To smell.,,To smell.,,"f. -ī, pl. -é.",mainDictionary_repaired.csv,118,original,
3645,Shir,Shir,,NOUN,n.m.,,(S. Shiras),Head.,,Head.,,"-nāmā, n.m. Heading.",mainDictionary_repaired.csv,118,original,
3646,Shrī,Shri,,N.F.,n.f.,,,(1) The head of a sacrificed goat or sheep. (2) The queen. 'Sāre paṅdro rī shrī' - 'The queen of all the hills.',,(1) The head of a sacrificed goat or sheep. (2) The queen. 'Sāre paṅdro rī shrī' - 'The queen of all the hills.',,119,mainDictionary_repaired.csv,,original,
3647,Shīsh,Shish,,NOUN,n.m.,,(H.),See Shīr.,,See Shīr.,,,mainDictionary_repaired.csv,119,original,
3648,Shkoṇā,Shkona,,NOUN,n.m.,,,The act of drying in the sun.,,The act of drying in the sun.,,,mainDictionary_repaired.csv,119,original,
3649,Shkoṇu,Shkonu,,V.I.,v.i. re.,,,To dry (grain in the sun).,,To dry (grain in the sun).,,,mainDictionary_repaired.csv,119,original,
3650,"Shkoṭhā, śkoṭhā","Shkotha, skotha",,NOUN,n.m.,,,A gift of grain given to menials for their services at each harvest.,,A gift of grain given to menials for their services at each harvest.,,,mainDictionary_repaired.csv,119,original,
3651,Shlákhṛā,Shlakhra,,NOUN,n.m.,,,A kind of green wood-pecker.,,A kind of green wood-pecker.,,,mainDictionary_repaired.csv,119,original,
3652,Shlauṇ,Shlaun,,NOUN,n.m.,,,A kind of intestinal worm for which sweet medicine is the best remedy.,,A kind of intestinal worm for which sweet medicine is the best remedy.,,,mainDictionary_repaired.csv,119,original,
3653,Shléh,Shleh,,N.F.,n.f.,,,Peace of mind.,,Peace of mind.,,"-paṛnī, v.i. re. To be pleased or content.",mainDictionary_repaired.csv,119,original,
3654,Shloṭṛī,Shlotri,,NOUN,n.m.,,(S. Shlihotrin),One versed in the treatment of horses.,,One versed in the treatment of horses.,,,mainDictionary_repaired.csv,119,original,
3655,Shnāī,Shnai,,NOUN,n.m.,,,A beam or timber in a room for keeping sheep.,,A beam or timber in a room for keeping sheep.,,,mainDictionary_repaired.csv,119,original,
3656,Shobā,Shoba,,NOUN,n.m.,,,A sharp point (of anything).,,A sharp point (of anything).,,,mainDictionary_repaired.csv,119,original,
3657,"Shobhā, shobh'ā or -u","Shobha, shobh'a or -u",,ADJ.,adj. m.,,,"Handsome, pretty.",,"Handsome, pretty.",,"f. -ī, pl. -é.",mainDictionary_repaired.csv,119,original,
3658,"Shobhṭā, shobṭā","Shobhta, shobta",,ADJ.,adj. m.,,,"Pretty, fine, of good quality.",,"Pretty, fine, of good quality.",,"f. -ī, pl. -é.",mainDictionary_repaired.csv,119,original,
3659,Sho'g,Sho'g,,NOUN,n.m.,,,"Mourning, sadness.",,"Mourning, sadness.",,"-kholṇā, v.i. re. A ceremony in which a goat is sacrificed to remove mourning. -mānāṇā, v.i. re. To observe the mourning ceremony.",mainDictionary_repaired.csv,119,original,
3660,Shojā,Shoja,,NOUN,n.m.,,(S. Shotha),Swelling.,,Swelling.,,"-āwṇā or -hoṇā, v.i. re. To swell.",mainDictionary_repaired.csv,119,original,
3661,Shohṛū,Shohru,,NOUN,n.m.,,,The wild carrot.,,The wild carrot.,,,mainDictionary_repaired.csv,119,original,
3662,Shoshāwṇu,Shoshawnu,,V.T.,v.t. re.,,,To cause or allow to suck.,,To cause or allow to suck.,,"f. -ī, pl. -é.",mainDictionary_repaired.csv,119,original,
3663,Shóshl,Shoshl,,N.F.,n.f.,,,A hole.,,A hole.,,Syn. ol.,mainDictionary_repaired.csv,119,original,
3664,Shoshṇu,Shoshnu,,V.I.,v.i. re.,,,To suck.,,To suck.,,"f. -ī, pl. -é.",mainDictionary_repaired.csv,119,original,
3665,Sho't,Sho't,,N.F.,n.f.,,,"A small quantity of tobacco, to be smoked at one time.",,"A small quantity of tobacco, to be smoked at one time.",,,mainDictionary_repaired.csv,119,original,
3666,Shóṭā,Shota,,NOUN,n.m.,,,A sharp piece of wood.,,A sharp piece of wood.,,"-lāgnā, v.i. ir. To be pierced with a sharp bit of wood.",mainDictionary_repaired.csv,119,original,
3667,Shoṭāwṇu,Shotawnu,,V.T.,v.t. re.,,,To cause or allow to smoke.,,To cause or allow to smoke.,,"f. -ī, pl. -é.",mainDictionary_repaired.csv,119,original,
3668,Shoṭuṇu,Shotunu,,V.I.,v.i. re.,,,To smoke.,,To smoke.,,(Bashāhr).,mainDictionary_repaired.csv,119,original,
3669,Shrā,Shra,,OR,or shūāh,,n.f.,",Headache.,-lā'nī, v.i. re. To feel headache.",,",Headache.,-lā'nī, v.i. re. To feel headache.",,,mainDictionary_repaired.csv,119,original,
3670,Shrā'd,Shra'd,,NOUN,n.m.,,(S. Shrāddha),A religious ceremony in which food is offered in the names of ancestors.,,A religious ceremony in which food is offered in the names of ancestors.,,"-khāṇu, v.i. re. To open the mouth. 'Poṛā shrād khāi-o?'",mainDictionary_repaired.csv,119,original,
3671,Shuchā or -u,Shucha or -u,,ADJ.,adj. m.,,,"Pure, unpolluted, clean.",,"Pure, unpolluted, clean.",,"f. -ī, pl. -é.",mainDictionary_repaired.csv,119,original,
3672,Shudhī,Shudhi,,N.F.,n.f.,,"(S. Shuddhi, purity)","Purity, cleanliness, purification.",,"Purity, cleanliness, purification.",,,mainDictionary_repaired.csv,119,original,
3673,Shujāwṇu,Shujawnu,,V.T.,v.t. re.,,,"To show, to cause to witness.",,"To show, to cause to witness.",,"f. -ī, pl. -é.",mainDictionary_repaired.csv,119,original,
3674,"Shujhṇu, shujhṇu","Shujhnu, shujhnu",,V.T.,v.t. re.,,,"(1) To see, to witness. (2) To swell.",,"(1) To see, to witness. (2) To swell.",,,mainDictionary_repaired.csv,119,original,
3675,Shukr,Shukr,,NOUN,n.m.,,(S. Shukra),Friday.,,Friday.,,,mainDictionary_repaired.csv,120,original,
3676,Shūl,Shul,,N.F.,n.f.,,,An ache or pain in the stomach or ribs.,,An ache or pain in the stomach or ribs.,,,mainDictionary_repaired.csv,120,original,
3677,Shūṅdh,Shundh,,NOUN,n.m.,,,Asafoetida.,,Asafoetida.,,"-hoī-jāṇā, v.i. ir. To get rid of mourning.",mainDictionary_repaired.csv,120,original,
3678,Shūṅgā,Shunga,,NOUN,n.m.,,(S. Shūkara),"A hog, a boar.",,"A hog, a boar.",,,mainDictionary_repaired.csv,120,original,
3679,Shuṅhāwṇu,Shunhawnu,,V.T.,v.t. re.,,,To cause or allow to sweep.,,To cause or allow to sweep.,,"f. -ī, pl. -é.",mainDictionary_repaired.csv,120,original,
3680,Shuṅhṇī,Shunhni,,N.F.,n.f.,,,A broom.,,A broom.,,"-deṇī, v.i. ir. To sweep.",mainDictionary_repaired.csv,120,original,
3681,Shuṅhṇu,Shunhnu,,V.T.,v.t. re.,,,To sweep.,,To sweep.,,"f. -ī, pl. -é.",mainDictionary_repaired.csv,120,original,
3682,Shuṅhṭā,Shunhta,,NOUN,n.m.,,,A broom.,,A broom.,,,mainDictionary_repaired.csv,120,original,
3683,Shuṅhṭā,Shunhta,,NOUN,n.m.,,,"To hear, to listen.",,"To hear, to listen.",,"f. -ī, pl. -é.",mainDictionary_repaired.csv,120,original,
3684,Shuṅṭh,Shunth,,N.F.,n.f.,,(S. Shuṇṭhī),Dried ginger.,,Dried ginger.,,,mainDictionary_repaired.csv,120,original,
3685,Shuṅwṇu,Shunwnu,,V.I.,v.i. re.,,,To be swept.,,To be swept.,,"f. -ī, pl. -é.",mainDictionary_repaired.csv,120,original,
3686,Shuṇṇu,Shunnu,,V.T.,v.t. re.,,,To be heard.,,To be heard.,,"f. -ī, pl. -é.",mainDictionary_repaired.csv,120,original,
3687,Shūr,Shur,,ADJ.,adj.,,(H.),"Valiant, brave.",,"Valiant, brave.",,,mainDictionary_repaired.csv,120,original,
3688,Shwāgā,Shwaga,,NOUN,n.m.,,,A great cry.,,A great cry.,,"-deṇā, v.t. ir. To cry out loud.",mainDictionary_repaired.csv,120,original,
3689,Shwār,Shwar,,NOUN,n.m.,,(H. sawār),"A rider, a horseman.",,"A rider, a horseman.",,,mainDictionary_repaired.csv,120,original,
3690,Shwāṛ,Shwar,,N.F.,n.f.,,(H. sawārī),Conveyance.,,Conveyance.,,,mainDictionary_repaired.csv,120,original,
3691,Shwāṛī,Shwari,,N.F.,n.f.,,,"A small plot of land in front of a house, used for cultivating vegetables, etc.",,"A small plot of land in front of a house, used for cultivating vegetables, etc.",,,mainDictionary_repaired.csv,120,original,
3692,Shwāṛṇu,Shwarnu,,V.T.,v.t. re.,,,To rule.,,To rule.,,"f. -ī, pl. -é.",mainDictionary_repaired.csv,120,original,
3693,Shwāṛuwṇu,Shwaruwnu,,V.I.,v.i. re.,,,To be ridden.,,To be ridden.,,"f. -ī, pl. -é.",mainDictionary_repaired.csv,120,original,
3694,Shyāṛ,Shyar,,NOUN,n.m.,,(S. Shriṅgāla),A jackal.,,A jackal.,,,mainDictionary_repaired.csv,120,original,
3695,Shyārā,Shyara,,NOUN,n.m.,,,A kind of tree.,,A kind of tree.,,,mainDictionary_repaired.csv,120,original,
3696,Shyālī,Shyali,,N.F.,n.f.,,,A contemporary (of equal age).,,A contemporary (of equal age).,,,mainDictionary_repaired.csv,120,original,
3697,S-hyārī-rā,S-hyari-ra,,ADJ.,adj. m.,,,Of equal age.,,Of equal age.,,"-re, pl.",mainDictionary_repaired.csv,120,original,
3698,Sīdhā,Sidha,,N.F.,n.f.,,,A kind of bread.,,A kind of bread.,,"-de-bākhṭé, adv. in old age.",mainDictionary_repaired.csv,120,original,
3699,Sidh-biṇāyak,Sidh-binayak,,NOUN,n.m.,,(S. Siddhagaṇāyaka),The deity Ganesh.,,The deity Ganesh.,,,mainDictionary_repaired.csv,120,original,
3700,Simrṇu,Simrnu,,V.T.,v.t. re.,,,"To bear in mind, to remember, to keep in mind.",,"To bear in mind, to remember, to keep in mind.",,"f. -ī, pl. -é. (S. Smaraṇa).",mainDictionary_repaired.csv,120,original,
3701,Sīñch,Sinch,,N.F.,n.f.,,,Sprinkling.,,Sprinkling.,,,mainDictionary_repaired.csv,120,original,
3702,Sīñchāwṇu,Sinchawnu,,V.T.,v.t. re.,,,To cause or allow to irrigate.,,To cause or allow to irrigate.,,"f. -ī, pl. -é.",mainDictionary_repaired.csv,120,original,
3703,Siñchṇu,Sinchnu,,V.T.,v.t. re.,,,"To irrigate, to sprinkle.",,"To irrigate, to sprinkle.",,"f. -ī, pl. -é.",mainDictionary_repaired.csv,120,original,
3704,Siñchuwṇu,Sinchuwnu,,V.T.,v.t. re.,,,To be irrigated or sprinkled.,,To be irrigated or sprinkled.,,"f. -ī, pl. -é.",mainDictionary_repaired.csv,120,original,
3705,Sīñj,Sinj,,N.F.,n.f.,,,The joint of a metal vessel.,,The joint of a metal vessel.,,,mainDictionary_repaired.csv,120,original,
3706,Sījāwṇu,Sijawnu,,V.T.,v.t. re.,,,To cause or allow to repair or irrigate.,,To cause or allow to repair or irrigate.,,,mainDictionary_repaired.csv,120,original,
3707,Sījṇu,Sijnu,,V.T.,v.t. re.,,,(1) To repair. (2) To irrigate or sprinkle.,,(1) To repair. (2) To irrigate or sprinkle.,,,mainDictionary_repaired.csv,120,original,
3708,Sījuwṇu,Sijuwnu,,V.T.,v.t. re.,,,To be repaired or irrigated.,,To be repaired or irrigated.,,"f. -ī, pl. -é.",mainDictionary_repaired.csv,120,original,
3709,Sīkwā,Sikwa,,V.T.,v.t. re.,,,To cause or allow to sew.,,To cause or allow to sew.,,"f. -ī, pl. -é.",mainDictionary_repaired.csv,120,original,
3710,"Sīṅwṇ, sīṅwṇī","Sinwn, sinwni",,N.F.,n.f.,,,A needle.,,A needle.,,,mainDictionary_repaired.csv,120,original,
3711,Sīṅwṇī,Sinwni,,N.F.,n.f.,,,See Sīṅwṇ.,,See Sīṅwṇ.,,,mainDictionary_repaired.csv,120,original,
3712,Sīṅwṇu,Sinwnu,,V.T.,v.t. re.,,,To sew.,,To sew.,,"f. -ī, pl. -é.",mainDictionary_repaired.csv,120,original,
3713,Sīwuwṇu,Siwuwnu,,V.I.,v.i. re.,,,To be sewn.,,To be sewn.,,"f. -ī, pl. -é.",mainDictionary_repaired.csv,120,original,
3714,Sioṇ,Sion,,N.F.,n.f.,,,"A boundary line, a boundary made by stones.",,"A boundary line, a boundary made by stones.",,,mainDictionary_repaired.csv,121,original,
3715,Sīr,Sir,,N.F.,n.f.,,,A line made by combing the hair on the head.,,A line made by combing the hair on the head.,,,mainDictionary_repaired.csv,121,original,
3716,Siuṅd,Siund,,N.F.,n.f.,,,See Shūṅdh or Sīṅwṇī.,,See Shūṅdh or Sīṅwṇī.,,,mainDictionary_repaired.csv,121,original,
3717,Sjeṛṇu,Sjernu,,V.T.,v.t. re.,,,"To make wet, to moisten.",,"To make wet, to moisten.",,"f. -ī, pl. -é.",mainDictionary_repaired.csv,121,original,
3718,Skóp,Skop,,N.F.,n.f.,,,The impurity in a woman's delivery of a child.,,The impurity in a woman's delivery of a child.,,"The impurity lasts for ten days. -hoṇī, v.i. re. To become impure for ten days on the birth of a child.",mainDictionary_repaired.csv,121,original,
3719,Skerṇu,Skernu,,V.T.,v.t. re.,,,"To repair, to mend.",,"To repair, to mend.",,"f. -ī, pl. -é.",mainDictionary_repaired.csv,121,original,
3720,Skoṭhā,Skotha,,NOUN,n.m.,,,See Shkoṭhā.,,See Shkoṭhā.,,,mainDictionary_repaired.csv,121,original,
3721,Soch,Soch,,NOUN,n.m.,,(S. Shocha),Thinking or a thought.,,Thinking or a thought.,,"-paṛnā, v.i. re. To be thoughtful.",mainDictionary_repaired.csv,121,original,
3722,Sochāwṇu,Sochawnu,,V.I.,v.i. re.,,,To cause or allow to think.,,To cause or allow to think.,,"f. -ī, pl. -é.",mainDictionary_repaired.csv,121,original,
3723,Sochṇu,Sochnu,,V.I.,v.i. re.,,,"To think, to consider.",,"To think, to consider.",,"f. -ī, pl. -é.",mainDictionary_repaired.csv,121,original,
3724,Sochuwṇu,Sochuwnu,,V.I.,v.i. re.,,,"To be thought of, considered.",,"To be thought of, considered.",,"f. -ī, pl. -é.",mainDictionary_repaired.csv,121,original,
3725,Soeṇā,Soena,,NOUN,n.m.,,"(H. sonā, S. Suvarṇa)",Gold.,,Gold.,,"-rā or -u, adj. m., f. -ī, pl. -é. Golden.",mainDictionary_repaired.csv,121,original,
3726,Soī,Soi,,N.F.,n.f.,,,"A kind of plant, used as a vegetable.",,"A kind of plant, used as a vegetable.",,,mainDictionary_repaired.csv,121,original,
3727,Sojh,Sojh,,N.F.,n.f.,,,Remembrance.,,Remembrance.,,"-rāṇī, v.t. ir. To remember, to recollect.",mainDictionary_repaired.csv,121,original,
3728,Solā,Sola,,NOUN,n.m.,,,(1) A ceremony performed 16 days after a death. (2) A small grain measure = 5 chiṭāks.,,(1) A ceremony performed 16 days after a death. (2) A small grain measure = 5 chiṭāks.,,,mainDictionary_repaired.csv,121,original,
3729,Soḷo,Solo,,ADJ.,adj.,,,16.,,16.,,"-wāň, m. -wīň, f. -weň, pl. The sixteenth.",mainDictionary_repaired.csv,121,original,
3730,Soṅf,Sonf,,N.F.,n.f.,,(H.),Anise seed.,,Anise seed.,,,mainDictionary_repaired.csv,121,original,
3731,Soṅwār,Sonwar,,SW,swāṅī or swār,,n.m.,"(H. soṅwār),A term used for the compensation paid for taking another man's wife,on her going to another man on payment of the marriage expenses,of which one rupee is paid as earnest money.,121",,"(H. soṅwār),A term used for the compensation paid for taking another man's wife,on her going to another man on payment of the marriage expenses,of which one rupee is paid as earnest money.,121",,,mainDictionary_repaired.csv,,original,
3732,Spājlī,Spajli,,N.F.,n.f.,,(S. Svarṇakāra),A goldsmith.,,A goldsmith.,,,mainDictionary_repaired.csv,121,original,
3733,Spānjlī,Spanjli,,N.F.,n.f.,,,The slough or skin of a snake.,,The slough or skin of a snake.,,,mainDictionary_repaired.csv,121,original,
3734,Spārī,Spari,,N.F.,n.f.,,(H. supārī),Nut.,,Nut.,,,mainDictionary_repaired.csv,121,original,
3735,Srāfāwṇu,Srafawnu,,V.T.,v.t. re.,,,To cause or allow to scrutinise.,,To cause or allow to scrutinise.,,"f. -ī, pl. -é.",mainDictionary_repaired.csv,121,original,
3736,Srāfṇu,Srafnu,,V.T.,v.t. re.,,,To praise.,,To praise.,,"f. -ī, pl. -é.",mainDictionary_repaired.csv,121,original,
3737,Srol,Srol,,NOUN,n.m.,,,"A term for a chief's servants, who are authorised to enter the female apartments.",,"A term for a chief's servants, who are authorised to enter the female apartments.",,,mainDictionary_repaired.csv,121,original,
3738,Sroliyā,Sroliya,,NOUN,n.m.,,,One who is authorised to enter the female apartments.,,One who is authorised to enter the female apartments.,,,mainDictionary_repaired.csv,121,original,
3739,Stāj,Staj,,NOUN,n.m.,,,See Astāj.,,See Astāj.,,,mainDictionary_repaired.csv,121,original,
3740,"Sūā, -u","Sua, -u",,ADJ.,adj. m.,,,"Red, crimson.",,"Red, crimson.",,"f. -ī, pl. -é.",mainDictionary_repaired.csv,121,original,
3741,Sūgr,Sugr,,ADJ.,adj.,,,"Wise, handsome, good.",,"Wise, handsome, good.",,,mainDictionary_repaired.csv,121,original,
3742,Suhéṛ,Suher,,N.F.,n.f.,,,The sight of one who is disliked.,,The sight of one who is disliked.,,"Proverb: 'Dukhné choṛ, kanauḍué suhéṛ' - 'A painful limb is often hurt again and he who is disliked is often seen.'",mainDictionary_repaired.csv,121,original,
3743,Su,Su,,NOUN,n.m.,,,A tale.,,A tale.,,(Bashahr).,mainDictionary_repaired.csv,122,original,
3744,Sur-huṇḍī,Sur-hundi,,ADJ.,adj. f.,,,One who has been delivered of a child.,,One who has been delivered of a child.,,[calf].,mainDictionary_repaired.csv,122,original,
3745,Sūtā,Suta,,N.F.,n.f.,,,A customary present of clarified butter and wheat flour to a woman who has given birth to a child.,,A customary present of clarified butter and wheat flour to a woman who has given birth to a child.,,,mainDictionary_repaired.csv,122,original,
