id,headword,normalized_headword,pronunciation,pos,pos_tag,morph,etymology,gloss_en,gloss_ru,definition,senses,examples,source,page,confidence,notes,pronunciation_ipa,pronunciation_deva,pron_confidence,pron_note,pron_token_sample
1793,Mári-jáṇu,Mari-janu,,V.I.,v.i. ir.,,,To be beaten,,To be beaten,,"f. -í, pl. -é",mainDictionary_repaired.csv,55,original,,Mári-jáṇu,Mári-jáṇu,low,unmapped_chars_sample='Mári-j' count=9,"[{'matched': None, 'char': 'M', 'pos': 0}, {'matched': None, 'char': 'á', 'pos': 1}, {'matched': None, 'char': 'r', 'pos': 2}, {'matched': None, 'char': 'i', 'pos': 3}, {'matched': None, 'char': '-', 'pos': 4}, {'matched': None, 'char': 'j', 'pos': 5}]"
1794,Máwṇu,Mawnu,,V.T.,v.t. re.,,,To cause or allow to beat,,To cause or allow to beat,,"f. -í, pl. -é",mainDictionary_repaired.csv,55,original,,Máwṇu,Máwṇu,low,unmapped_chars_sample='Máwṇu' count=5,"[{'matched': None, 'char': 'M', 'pos': 0}, {'matched': None, 'char': 'á', 'pos': 1}, {'matched': None, 'char': 'w', 'pos': 2}, {'matched': None, 'char': 'ṇ', 'pos': 3}, {'matched': None, 'char': 'u', 'pos': 4}]"
1795,Márg,Marg,,NOUN,n.m.,,,The death ceremony,,The death ceremony,,"-láṇá, v.a. re. To perform the last duties",mainDictionary_repaired.csv,55,original,,Márg,Márg,low,unmapped_chars_sample='Márg' count=4,"[{'matched': None, 'char': 'M', 'pos': 0}, {'matched': None, 'char': 'á', 'pos': 1}, {'matched': None, 'char': 'r', 'pos': 2}, {'matched': None, 'char': 'g', 'pos': 3}]"
1796,Marj,Marj,,NOUN,n.m.,,P. marz,"Illness, sickness, disease",,"Illness, sickness, disease",,,mainDictionary_repaired.csv,55,original,,Marj,Mअrj,low,unmapped_chars_sample='Mrj' count=3,"[{'matched': None, 'char': 'M', 'pos': 0}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 1, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'r', 'pos': 2}, {'matched': None, 'char': 'j', 'pos': 3}]"
1797,Marlá,Marla,,PHRASE,phrase,,,"'O you who are to die,' term of abuse or endearment",,"'O you who are to die,' term of abuse or endearment",,"f. -í, pl. -é",mainDictionary_repaired.csv,55,original,,Marlá,Mअrlá,low,unmapped_chars_sample='Mrlá' count=4,"[{'matched': None, 'char': 'M', 'pos': 0}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 1, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'r', 'pos': 2}, {'matched': None, 'char': 'l', 'pos': 3}, {'matched': None, 'char': 'á', 'pos': 4}]"
1798,Marm,Marm,,NOUN,n.m.,,S. Marma,Secret,,Secret,,,mainDictionary_repaired.csv,55,original,,Marm,Mअrm,low,unmapped_chars_sample='Mrm' count=3,"[{'matched': None, 'char': 'M', 'pos': 0}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 1, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'r', 'pos': 2}, {'matched': None, 'char': 'm', 'pos': 3}]"
1799,Marmelí,Marmeli,,N.F.,n.f.,,,A plant bearing leaves like those of spinach,,A plant bearing leaves like those of spinach,,,mainDictionary_repaired.csv,55,original,,Marmelí,Mअrmएlí,low,unmapped_chars_sample='Mrmlí' count=5,"[{'matched': None, 'char': 'M', 'pos': 0}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 1, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'r', 'pos': 2}, {'matched': None, 'char': 'm', 'pos': 3}, {'matched': 'e', 'ipa': 'e', 'deva': 'ए', 'pos': 4, 'len': 1, 'note': 'Mid-front vowel'}, {'matched': None, 'char': 'l', 'pos': 5}]"
1800,Maraṇ,Maran,,NOUN,n.m.,,H. maraṇ,Death,,Death,,"-hoṇá, v.i. ir. To die; -karṇá, v.t. re. To perform the last offices",mainDictionary_repaired.csv,55,original,,Maraṇ,Mअrअṇ,low,unmapped_chars_sample='Mrṇ' count=3,"[{'matched': None, 'char': 'M', 'pos': 0}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 1, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'r', 'pos': 2}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 3, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'ṇ', 'pos': 4}]"
1801,Márṇí,Marni,,V.T.,v.t. re.,,,To cohabit,,To cohabit,,,mainDictionary_repaired.csv,55,original,,Márṇí,Márṇí,low,unmapped_chars_sample='Márṇí' count=5,"[{'matched': None, 'char': 'M', 'pos': 0}, {'matched': None, 'char': 'á', 'pos': 1}, {'matched': None, 'char': 'r', 'pos': 2}, {'matched': None, 'char': 'ṇ', 'pos': 3}, {'matched': None, 'char': 'í', 'pos': 4}]"
1802,Márṇu,Marnu,,V.T.,v.t. re.,,H. mārnā,"To beat, to hit",,"To beat, to hit",,,mainDictionary_repaired.csv,55,original,,Márṇu,Márṇu,low,unmapped_chars_sample='Márṇu' count=5,"[{'matched': None, 'char': 'M', 'pos': 0}, {'matched': None, 'char': 'á', 'pos': 1}, {'matched': None, 'char': 'r', 'pos': 2}, {'matched': None, 'char': 'ṇ', 'pos': 3}, {'matched': None, 'char': 'u', 'pos': 4}]"
1803,Marṇu,Marnu,,V.I.,v.i. re.,,,To die,,To die,,"f. -í, pl. -é",mainDictionary_repaired.csv,55,original,,Marṇu,Mअrṇu,low,unmapped_chars_sample='Mrṇu' count=4,"[{'matched': None, 'char': 'M', 'pos': 0}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 1, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'r', 'pos': 2}, {'matched': None, 'char': 'ṇ', 'pos': 3}, {'matched': None, 'char': 'u', 'pos': 4}]"
1804,Maroṛṇu,Marornu,,V.T.,v.t. re.,,,"To twist, to writhe, to contort",,"To twist, to writhe, to contort",,"f. -í, pl. -é",mainDictionary_repaired.csv,55,original,,Maroṛṇu,Mअrओṛṇu,low,unmapped_chars_sample='Mrṛṇu' count=5,"[{'matched': None, 'char': 'M', 'pos': 0}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 1, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'r', 'pos': 2}, {'matched': 'o', 'ipa': 'o', 'deva': 'ओ', 'pos': 3, 'len': 1, 'note': 'Mid-back rounded vowel'}, {'matched': None, 'char': 'ṛ', 'pos': 4}, {'matched': None, 'char': 'ṇ', 'pos': 5}]"
1805,Marú or -á,Maru or -a,,ADJ.,adj.,,,"Feeble, weak, having no strength",,"Feeble, weak, having no strength",,"m.; f. -í, pl. -é",mainDictionary_repaired.csv,55,original,,Marú or -á,Mअrú ओr -á,low,unmapped_chars_sample='Mrú r ' count=8,"[{'matched': None, 'char': 'M', 'pos': 0}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 1, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'r', 'pos': 2}, {'matched': None, 'char': 'ú', 'pos': 3}, {'matched': None, 'char': ' ', 'pos': 4}, {'matched': 'o', 'ipa': 'o', 'deva': 'ओ', 'pos': 5, 'len': 1, 'note': 'Mid-back rounded vowel'}]"
1806,Marú,Maru,,ADJ.,adj.,,,Dying,,Dying,,,mainDictionary_repaired.csv,55,original,,Marú,Mअrú,low,unmapped_chars_sample='Mrú' count=3,"[{'matched': None, 'char': 'M', 'pos': 0}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 1, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'r', 'pos': 2}, {'matched': None, 'char': 'ú', 'pos': 3}]"
1807,Más,Mas,,NOUN,n.m.,,S. Māṅsa,Flesh,,Flesh,,,mainDictionary_repaired.csv,55,original,,Más,Más,low,unmapped_chars_sample='Más' count=3,"[{'matched': None, 'char': 'M', 'pos': 0}, {'matched': None, 'char': 'á', 'pos': 1}, {'matched': None, 'char': 's', 'pos': 2}]"
1808,Maser-baiṇ,Maser-bain,,N.F.,n.f.,,,The daughter of one's mother's sister,,The daughter of one's mother's sister,,,mainDictionary_repaired.csv,55,original,,Maser-baiṇ,Mअsएr-bअiṇ,low,unmapped_chars_sample='Msr-bi' count=7,"[{'matched': None, 'char': 'M', 'pos': 0}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 1, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 's', 'pos': 2}, {'matched': 'e', 'ipa': 'e', 'deva': 'ए', 'pos': 3, 'len': 1, 'note': 'Mid-front vowel'}, {'matched': None, 'char': 'r', 'pos': 4}, {'matched': None, 'char': '-', 'pos': 5}]"
1809,Maser-bhái,Maser-bhai,,NOUN,n.m.,,,The son of one's mother's sister,,The son of one's mother's sister,,,mainDictionary_repaired.csv,55,original,,Maser-bhái,Mअsएr-bhái,low,unmapped_chars_sample='Msr-bh' count=8,"[{'matched': None, 'char': 'M', 'pos': 0}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 1, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 's', 'pos': 2}, {'matched': 'e', 'ipa': 'e', 'deva': 'ए', 'pos': 3, 'len': 1, 'note': 'Mid-front vowel'}, {'matched': None, 'char': 'r', 'pos': 4}, {'matched': None, 'char': '-', 'pos': 5}]"
1810,Mashárá,Mashara,,NOUN,n.m.,,,A small broom used to plaster the floor with mud,,A small broom used to plaster the floor with mud,,Also Mashárṭá,mainDictionary_repaired.csv,55,original,,Mashárá,Mअshárá,low,unmapped_chars_sample='Mshárá' count=6,"[{'matched': None, 'char': 'M', 'pos': 0}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 1, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 's', 'pos': 2}, {'matched': None, 'char': 'h', 'pos': 3}, {'matched': None, 'char': 'á', 'pos': 4}, {'matched': None, 'char': 'r', 'pos': 5}]"
1811,Mashí,Mashi,,N.F.,n.f.,,,A step-mother,,A step-mother,,,mainDictionary_repaired.csv,55,original,,Mashí,Mअshí,low,unmapped_chars_sample='Mshí' count=4,"[{'matched': None, 'char': 'M', 'pos': 0}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 1, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 's', 'pos': 2}, {'matched': None, 'char': 'h', 'pos': 3}, {'matched': None, 'char': 'í', 'pos': 4}]"
1812,Maskṇu,Masknu,,V.T.,v.t. re.,,,To crush,,To crush,,"f. -í, pl. -é",mainDictionary_repaired.csv,55,original,,Maskṇu,Mअskṇu,low,unmapped_chars_sample='Mskṇu' count=5,"[{'matched': None, 'char': 'M', 'pos': 0}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 1, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 's', 'pos': 2}, {'matched': None, 'char': 'k', 'pos': 3}, {'matched': None, 'char': 'ṇ', 'pos': 4}, {'matched': None, 'char': 'u', 'pos': 5}]"
1813,Mast,Mast,,ADJ.,adj.,,,(1) Abundant (Bashahr); (2) (H. mast) Mad (of an elephant),,(1) Abundant (Bashahr); (2) (H. mast) Mad (of an elephant),,,mainDictionary_repaired.csv,55,original,,Mast,Mअst,low,unmapped_chars_sample='Mst' count=3,"[{'matched': None, 'char': 'M', 'pos': 0}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 1, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 's', 'pos': 2}, {'matched': None, 'char': 't', 'pos': 3}]"
1814,Himmat,Himmat,,N.F.,n.f.,,P. himmat,Courage,,Courage,,"-hární, v.i. re. To be disheartened",mainDictionary_repaired.csv,55,original,,Himmat,Himmअt,low,unmapped_chars_sample='Himmt' count=5,"[{'matched': None, 'char': 'H', 'pos': 0}, {'matched': None, 'char': 'i', 'pos': 1}, {'matched': None, 'char': 'm', 'pos': 2}, {'matched': None, 'char': 'm', 'pos': 3}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 4, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 't', 'pos': 5}]"
1815,Hiňḍné,Hindne,,NOUN,n.m. pl.,,,The legs of a quadruped,,The legs of a quadruped,,,mainDictionary_repaired.csv,55,original,,Hiňḍneː,Hiňḍnए (lengthened),low,unmapped_chars_sample='Hiňḍn' count=5,"[{'matched': None, 'char': 'H', 'pos': 0}, {'matched': None, 'char': 'i', 'pos': 1}, {'matched': None, 'char': 'ň', 'pos': 2}, {'matched': None, 'char': 'ḍ', 'pos': 3}, {'matched': None, 'char': 'n', 'pos': 4}, {'matched': 'é', 'ipa': 'eː', 'deva': 'ए (lengthened)', 'pos': 5, 'len': 1, 'note': 'Marked as distinct in orthography; likely length or stress'}]"
1816,Híňg,Hing,,N.F.,n.f.,,S. Hiṅgu,See Sundhá,,See Sundhá,,,mainDictionary_repaired.csv,55,original,,Híňg,Híňg,low,unmapped_chars_sample='Híňg' count=4,"[{'matched': None, 'char': 'H', 'pos': 0}, {'matched': None, 'char': 'í', 'pos': 1}, {'matched': None, 'char': 'ň', 'pos': 2}, {'matched': None, 'char': 'g', 'pos': 3}]"
1817,Hiṇí,Hini,,ADJ.,adj.,,,"Decaying, decreasing",,"Decaying, decreasing",,,mainDictionary_repaired.csv,55,original,,Hiṇí,Hiṇí,low,unmapped_chars_sample='Hiṇí' count=4,"[{'matched': None, 'char': 'H', 'pos': 0}, {'matched': None, 'char': 'i', 'pos': 1}, {'matched': None, 'char': 'ṇ', 'pos': 2}, {'matched': None, 'char': 'í', 'pos': 3}]"
1818,Hír,Hir,,NOUN,n.m. pl.,,,A kind of wild fruit,,A kind of wild fruit,,,mainDictionary_repaired.csv,55,original,,Hír,Hír,low,unmapped_chars_sample='Hír' count=3,"[{'matched': None, 'char': 'H', 'pos': 0}, {'matched': None, 'char': 'í', 'pos': 1}, {'matched': None, 'char': 'r', 'pos': 2}]"
1819,Hiyáw,Hiyaw,,NOUN,n.m.,,H. hiyāw,Courage,,Courage,,"-áwṇá, v.a. re. To be courageous",mainDictionary_repaired.csv,55,original,,Hiyáw,Hiyáw,low,unmapped_chars_sample='Hiyáw' count=5,"[{'matched': None, 'char': 'H', 'pos': 0}, {'matched': None, 'char': 'i', 'pos': 1}, {'matched': None, 'char': 'y', 'pos': 2}, {'matched': None, 'char': 'á', 'pos': 3}, {'matched': None, 'char': 'w', 'pos': 4}]"
1820,Hiyé-láṇu,Hiye-lanu,,V.T.,v.t. re.,,,To embrace,,To embrace,,"f. -í, pl. -é",mainDictionary_repaired.csv,55,original,,Hiyeː-láṇu,Hiyए (lengthened)-láṇu,low,unmapped_chars_sample='Hiy-lá' count=8,"[{'matched': None, 'char': 'H', 'pos': 0}, {'matched': None, 'char': 'i', 'pos': 1}, {'matched': None, 'char': 'y', 'pos': 2}, {'matched': 'é', 'ipa': 'eː', 'deva': 'ए (lengthened)', 'pos': 3, 'len': 1, 'note': 'Marked as distinct in orthography; likely length or stress'}, {'matched': None, 'char': '-', 'pos': 4}, {'matched': None, 'char': 'l', 'pos': 5}]"
1821,Hochhá,Hochha,,ADJ.,adj.,,,"Short,-jáṇá, v.i. re. To fall short,m.; f. -í, pl. -é",,"Short,-jáṇá, v.i. re. To fall short,m.; f. -í, pl. -é",,,mainDictionary_repaired.csv,55,original,,Hot͡ʃhá,Hओच/छhá,low,unmapped_chars_sample='Hhá' count=3,"[{'matched': None, 'char': 'H', 'pos': 0}, {'matched': 'o', 'ipa': 'o', 'deva': 'ओ', 'pos': 1, 'len': 1, 'note': 'Mid-back rounded vowel'}, {'matched': 'ch', 'ipa': 't͡ʃ', 'deva': 'च/छ', 'pos': 2, 'len': 2, 'note': ""Palatal affricate (as in 'church')""}, {'matched': None, 'char': 'h', 'pos': 4}, {'matched': None, 'char': 'á', 'pos': 5}]"
1822,Hoi-jáṇu,Hoi-janu,,V.I.,v.i. ir.,,,"To happen, to become",,"To happen, to become",,"f. -í, pl. -é",mainDictionary_repaired.csv,55,original,,Hoi-jáṇu,Hओi-jáṇu,low,unmapped_chars_sample='Hi-jáṇ' count=7,"[{'matched': None, 'char': 'H', 'pos': 0}, {'matched': 'o', 'ipa': 'o', 'deva': 'ओ', 'pos': 1, 'len': 1, 'note': 'Mid-back rounded vowel'}, {'matched': None, 'char': 'i', 'pos': 2}, {'matched': None, 'char': '-', 'pos': 3}, {'matched': None, 'char': 'j', 'pos': 4}, {'matched': None, 'char': 'á', 'pos': 5}]"
1823,Hoklá or -ú,Hokla or -u,,ADJ.,adj.,,,Lisping,,Lisping,,"m.; f. -í, pl. -é",mainDictionary_repaired.csv,55,original,,Hoklá or -ú,Hओklá ओr -ú,low,unmapped_chars_sample='Hklá r' count=9,"[{'matched': None, 'char': 'H', 'pos': 0}, {'matched': 'o', 'ipa': 'o', 'deva': 'ओ', 'pos': 1, 'len': 1, 'note': 'Mid-back rounded vowel'}, {'matched': None, 'char': 'k', 'pos': 2}, {'matched': None, 'char': 'l', 'pos': 3}, {'matched': None, 'char': 'á', 'pos': 4}, {'matched': None, 'char': ' ', 'pos': 5}]"
1824,Holí,Holi,,N.F.,n.f.,,S. Holikā,The Holī festival,,The Holī festival,,"-khelṇí, v.a. re. To enjoy the Holī festival",mainDictionary_repaired.csv,55,original,,Holí,Hओlí,low,unmapped_chars_sample='Hlí' count=3,"[{'matched': None, 'char': 'H', 'pos': 0}, {'matched': 'o', 'ipa': 'o', 'deva': 'ओ', 'pos': 1, 'len': 1, 'note': 'Mid-back rounded vowel'}, {'matched': None, 'char': 'l', 'pos': 2}, {'matched': None, 'char': 'í', 'pos': 3}]"
1825,Holí,Holi,,V.,v.,,,(She) may be,,(She) may be,,,mainDictionary_repaired.csv,55,original,,Holí,Hओlí,low,unmapped_chars_sample='Hlí' count=3,"[{'matched': None, 'char': 'H', 'pos': 0}, {'matched': 'o', 'ipa': 'o', 'deva': 'ओ', 'pos': 1, 'len': 1, 'note': 'Mid-back rounded vowel'}, {'matched': None, 'char': 'l', 'pos': 2}, {'matched': None, 'char': 'í', 'pos': 3}]"
1826,"Homeň, humeň","Homen, humen",,V.,1st,,,p. pl. We will be. Inf. Hoṇu,,p. pl. We will be. Inf. Hoṇu,,,mainDictionary_repaired.csv,55,original,,"Homeň, humeň","Hओmएň, humएň",low,"unmapped_chars_sample='Hmň, h' count=9","[{'matched': None, 'char': 'H', 'pos': 0}, {'matched': 'o', 'ipa': 'o', 'deva': 'ओ', 'pos': 1, 'len': 1, 'note': 'Mid-back rounded vowel'}, {'matched': None, 'char': 'm', 'pos': 2}, {'matched': 'e', 'ipa': 'e', 'deva': 'ए', 'pos': 3, 'len': 1, 'note': 'Mid-front vowel'}, {'matched': None, 'char': 'ň', 'pos': 4}, {'matched': None, 'char': ',', 'pos': 5}]"
1827,Hom,Hom,,NOUN,n.m.,,,The act of taking place,,The act of taking place,,"As Hoṇí hoi-láṇí, 'That which is to happen will happen'",mainDictionary_repaired.csv,55,original,,Hom,Hओm,low,unmapped_chars_sample='Hm' count=2,"[{'matched': None, 'char': 'H', 'pos': 0}, {'matched': 'o', 'ipa': 'o', 'deva': 'ओ', 'pos': 1, 'len': 1, 'note': 'Mid-back rounded vowel'}, {'matched': None, 'char': 'm', 'pos': 2}]"
1828,Hoṇu,Honu,,V.IR.,v.ir.,,,"To be, to become, to take place",,"To be, to become, to take place",,"f. -í, pl. -é",mainDictionary_repaired.csv,55,original,,Hoṇu,Hओṇu,low,unmapped_chars_sample='Hṇu' count=3,"[{'matched': None, 'char': 'H', 'pos': 0}, {'matched': 'o', 'ipa': 'o', 'deva': 'ओ', 'pos': 1, 'len': 1, 'note': 'Mid-back rounded vowel'}, {'matched': None, 'char': 'ṇ', 'pos': 2}, {'matched': None, 'char': 'u', 'pos': 3}]"
1829,Hor,Hor,,PRO.,pro.,,,Others,,Others,,"-é, By the others",mainDictionary_repaired.csv,55,original,,Hor,Hओr,low,unmapped_chars_sample='Hr' count=2,"[{'matched': None, 'char': 'H', 'pos': 0}, {'matched': 'o', 'ipa': 'o', 'deva': 'ओ', 'pos': 1, 'len': 1, 'note': 'Mid-back rounded vowel'}, {'matched': None, 'char': 'r', 'pos': 2}]"
1830,Hor,Hor,,CONJ.,conj.,,,(1) And; (2) adv. Else; (3) adv. More,,(1) And; (2) adv. Else; (3) adv. More,,(2) Hor ká bolai? 'What else do you say?' (3) Tán hor bí cháhíň? 'Do you want more?',mainDictionary_repaired.csv,55,original,,Hor,Hओr,low,unmapped_chars_sample='Hr' count=2,"[{'matched': None, 'char': 'H', 'pos': 0}, {'matched': 'o', 'ipa': 'o', 'deva': 'ओ', 'pos': 1, 'len': 1, 'note': 'Mid-back rounded vowel'}, {'matched': None, 'char': 'r', 'pos': 2}]"
1831,Hoṭh or hoṭṭh,Hoth or hotth,,NOUN,n.m. pl.,,S. Oṣṭha,Lips,,Lips,,,mainDictionary_repaired.csv,55,original,,Hoṭh or hoṭṭh,Hओṭh ओr hओṭṭh,low,unmapped_chars_sample='Hṭh r ' count=10,"[{'matched': None, 'char': 'H', 'pos': 0}, {'matched': 'o', 'ipa': 'o', 'deva': 'ओ', 'pos': 1, 'len': 1, 'note': 'Mid-back rounded vowel'}, {'matched': None, 'char': 'ṭ', 'pos': 2}, {'matched': None, 'char': 'h', 'pos': 3}, {'matched': None, 'char': ' ', 'pos': 4}, {'matched': 'o', 'ipa': 'o', 'deva': 'ओ', 'pos': 5, 'len': 1, 'note': 'Mid-back rounded vowel'}]"
1832,Huká,Huka,,NOUN,n.m.,,P. huqqah,"The hubble-bubble, the tobacco pipe",,"The hubble-bubble, the tobacco pipe",,"-píṇá, v.a. re. To smoke; -bharṇá, v.a. re. To put fire on the tobacco",mainDictionary_repaired.csv,55,original,,Huká,Huká,low,unmapped_chars_sample='Huká' count=4,"[{'matched': None, 'char': 'H', 'pos': 0}, {'matched': None, 'char': 'u', 'pos': 1}, {'matched': None, 'char': 'k', 'pos': 2}, {'matched': None, 'char': 'á', 'pos': 3}]"
1833,Húm,Hum,,NOUN,n.m.,,S. Homa,"Burnt offering, the casting of clarified butter, dried fruit, etc. into the sacred fire, as an offering to the gods, accompanied with prayers or invocations, according to the object of the sacrifice.",,"Burnt offering, the casting of clarified butter, dried fruit, etc. into the sacred fire, as an offering to the gods, accompanied with prayers or invocations, according to the object of the sacrifice.",,"-bajáwṇá, v.t. re. To sound a certain tune; -karṇá, v.i. ir. To feed the sacred flames with clarified butter, etc.",mainDictionary_repaired.csv,55,original,,Húm,Húm,low,unmapped_chars_sample='Húm' count=3,"[{'matched': None, 'char': 'H', 'pos': 0}, {'matched': None, 'char': 'ú', 'pos': 1}, {'matched': None, 'char': 'm', 'pos': 2}]"
1834,Huňḍí,Hundi,,N.F.,n.f.,,H. huṇḍī,The amount of revenue,,The amount of revenue,,"-deṇí, v.t. re. To pay revenue or taxes; -gráhṇí, v.a. re. To collect revenue",mainDictionary_repaired.csv,55,original,,Huňḍí,Huňḍí,low,unmapped_chars_sample='Huňḍí' count=5,"[{'matched': None, 'char': 'H', 'pos': 0}, {'matched': None, 'char': 'u', 'pos': 1}, {'matched': None, 'char': 'ň', 'pos': 2}, {'matched': None, 'char': 'ḍ', 'pos': 3}, {'matched': None, 'char': 'í', 'pos': 4}]"
1835,Huňgrṇu,Hungrnu,,V.A.,v.a. re.,,,To low like a cow,,To low like a cow,,"f. -í, pl. -é",mainDictionary_repaired.csv,55,original,,Huňgrṇu,Huňgrṇu,low,unmapped_chars_sample='Huňgrṇ' count=7,"[{'matched': None, 'char': 'H', 'pos': 0}, {'matched': None, 'char': 'u', 'pos': 1}, {'matched': None, 'char': 'ň', 'pos': 2}, {'matched': None, 'char': 'g', 'pos': 3}, {'matched': None, 'char': 'r', 'pos': 4}, {'matched': None, 'char': 'ṇ', 'pos': 5}]"
1836,Húṛ,Hur,,NOUN,n.m.,,,A bolt above a door,,A bolt above a door,,,mainDictionary_repaired.csv,55,original,,Húṛ,Húṛ,low,unmapped_chars_sample='Húṛ' count=3,"[{'matched': None, 'char': 'H', 'pos': 0}, {'matched': None, 'char': 'ú', 'pos': 1}, {'matched': None, 'char': 'ṛ', 'pos': 2}]"
1837,Húṛṇu,Hurnu,,V.T.,v.t. re.,,,To shut in,,To shut in,,"f. -í, pl. -é",mainDictionary_repaired.csv,55,original,,Húṛṇu,Húṛṇu,low,unmapped_chars_sample='Húṛṇu' count=5,"[{'matched': None, 'char': 'H', 'pos': 0}, {'matched': None, 'char': 'ú', 'pos': 1}, {'matched': None, 'char': 'ṛ', 'pos': 2}, {'matched': None, 'char': 'ṇ', 'pos': 3}, {'matched': None, 'char': 'u', 'pos': 4}]"
1838,Húró,Huro,,NOUN,n.m.,,,Roaring or thundering,,Roaring or thundering,,,mainDictionary_repaired.csv,55,original,,Húroː,Húrओ (lengthened),low,unmapped_chars_sample='Húr' count=3,"[{'matched': None, 'char': 'H', 'pos': 0}, {'matched': None, 'char': 'ú', 'pos': 1}, {'matched': None, 'char': 'r', 'pos': 2}, {'matched': 'ó', 'ipa': 'oː', 'deva': 'ओ (lengthened)', 'pos': 3, 'len': 1, 'note': ""Possibly lengthened 'o' or different quality""}]"
1839,Huwárṇu,Huwarnu,,V.T.,v.t. re.,,,See Hwárṇu,,See Hwárṇu,,,mainDictionary_repaired.csv,55,original,,Huwárṇu,Huwárṇu,low,unmapped_chars_sample='Huwárṇ' count=7,"[{'matched': None, 'char': 'H', 'pos': 0}, {'matched': None, 'char': 'u', 'pos': 1}, {'matched': None, 'char': 'w', 'pos': 2}, {'matched': None, 'char': 'á', 'pos': 3}, {'matched': None, 'char': 'r', 'pos': 4}, {'matched': None, 'char': 'ṇ', 'pos': 5}]"
1840,"Hwárṇu, huwárṇu","Hwarnu, huwarnu",,V.T.,v.t. re.,,,"To unload, to put down one's load, to rest",,"To unload, to put down one's load, to rest",,"f. -í, pl. -é. Also hwárná",mainDictionary_repaired.csv,55,original,,"Hwárṇu, huwárṇu","Hwárṇu, huwárṇu",low,unmapped_chars_sample='Hwárṇu' count=15,"[{'matched': None, 'char': 'H', 'pos': 0}, {'matched': None, 'char': 'w', 'pos': 1}, {'matched': None, 'char': 'á', 'pos': 2}, {'matched': None, 'char': 'r', 'pos': 3}, {'matched': None, 'char': 'ṇ', 'pos': 4}, {'matched': None, 'char': 'u', 'pos': 5}]"
1841,"Hyác, hyáw","Hyac, hyaw",,NOUN,n.m.,,,Courage,,Courage,,,mainDictionary_repaired.csv,55,original,,"Hyác, hyáw","Hyác, hyáw",low,"unmapped_chars_sample='Hyác, ' count=10","[{'matched': None, 'char': 'H', 'pos': 0}, {'matched': None, 'char': 'y', 'pos': 1}, {'matched': None, 'char': 'á', 'pos': 2}, {'matched': None, 'char': 'c', 'pos': 3}, {'matched': None, 'char': ',', 'pos': 4}, {'matched': None, 'char': ' ', 'pos': 5}]"
