id,headword,normalized_headword,pronunciation,pos,pos_tag,morph,etymology,gloss_en,gloss_ru,definition,senses,examples,source,page,confidence,notes,pronunciation_ipa,pronunciation_deva,pron_confidence,pron_note,pron_token_sample
3141,Najr,Najr,,N.F.,n.f.,,(P. nazr),A present.,,A present.,,"-deṇī, v.t. ir. To offer a present.",mainDictionary_repaired.csv,95,original,,Najr,Nअjr,low,unmapped_chars_sample='Njr' count=3,"[{'matched': None, 'char': 'N', 'pos': 0}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 1, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'j', 'pos': 2}, {'matched': None, 'char': 'r', 'pos': 3}]"
3142,Nā'k,Na'k,,NOUN,n.m.,,(S. Nāsikā),The nose.,,The nose.,,,mainDictionary_repaired.csv,95,original,,Naːk,Nआक/कुलाक,low,unmapped_chars_sample='N' count=1,"[{'matched': None, 'char': 'N', 'pos': 0}, {'matched': ""ā'k"", 'ipa': 'aːk', 'deva': 'आक/कुलाक', 'pos': 1, 'len': 3, 'note': 'Possibly glottal or ejective marker; treated as aːk here'}]"
3143,Nakal,Nakal,,N.F.,n.f.,,(P. naqal),(1) Copy. (2) A pastime.,,(1) Copy. (2) A pastime.,,,mainDictionary_repaired.csv,95,original,,Nakal,Nअkअl,low,unmapped_chars_sample='Nkl' count=3,"[{'matched': None, 'char': 'N', 'pos': 0}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 1, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'k', 'pos': 2}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 3, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'l', 'pos': 4}]"
3144,Nakammā,Nakamma,,ADJ.,adj.,,,Good for nothing.,,Good for nothing.,,,mainDictionary_repaired.csv,95,original,,Nakammaː,Nअkअmmआ,low,unmapped_chars_sample='Nkmm' count=4,"[{'matched': None, 'char': 'N', 'pos': 0}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 1, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'k', 'pos': 2}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 3, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'm', 'pos': 4}, {'matched': None, 'char': 'm', 'pos': 5}]"
3145,Nakhār,Nakhar,,NOUN,n.m.,,,Soap.,,Soap.,,,mainDictionary_repaired.csv,95,original,,Nakhaːr,Nअkhआr,low,unmapped_chars_sample='Nkhr' count=4,"[{'matched': None, 'char': 'N', 'pos': 0}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 1, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'k', 'pos': 2}, {'matched': None, 'char': 'h', 'pos': 3}, {'matched': 'ā', 'ipa': 'aː', 'deva': 'आ', 'pos': 4, 'len': 1, 'note': ""Long 'a' vowel""}, {'matched': None, 'char': 'r', 'pos': 5}]"
3146,Nakhrā,Nakhra,,NOUN,n.m.,,(P.),"Artifice, waggery.",,"Artifice, waggery.",,,mainDictionary_repaired.csv,95,original,,Nakhraː,Nअkhrआ,low,unmapped_chars_sample='Nkhr' count=4,"[{'matched': None, 'char': 'N', 'pos': 0}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 1, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'k', 'pos': 2}, {'matched': None, 'char': 'h', 'pos': 3}, {'matched': None, 'char': 'r', 'pos': 4}, {'matched': 'ā', 'ipa': 'aː', 'deva': 'आ', 'pos': 5, 'len': 1, 'note': ""Long 'a' vowel""}]"
3147,Naktā,Nakta,,ADJ.,adj. m.,,,One having no nose.,,One having no nose.,,"f. -ī, pl. -é.",mainDictionary_repaired.csv,95,original,,Naktaː,Nअkता,low,unmapped_chars_sample='Nk' count=2,"[{'matched': None, 'char': 'N', 'pos': 0}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 1, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'k', 'pos': 2}, {'matched': 'tā', 'ipa': 'taː', 'deva': 'ता', 'pos': 3, 'len': 2, 'note': 't + long a'}]"
3148,Nakthīṛ,Nakthir,,N.F.,n.f.,,,Bleeding from the nostrils.,,Bleeding from the nostrils.,,"-chhuṭṇā, v.s. re. To bleed from the nostrils.",mainDictionary_repaired.csv,95,original,,Nakt̪ʰīṛ,Nअkथīṛ,low,unmapped_chars_sample='Nkīṛ' count=4,"[{'matched': None, 'char': 'N', 'pos': 0}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 1, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'k', 'pos': 2}, {'matched': 'th', 'ipa': 't̪ʰ', 'deva': 'थ', 'pos': 3, 'len': 2, 'note': ""Dental aspirated 't'""}, {'matched': None, 'char': 'ī', 'pos': 5}, {'matched': None, 'char': 'ṛ', 'pos': 6}]"
3149,Nal,Nal,,NOUN,n.m.,,,(1) A pipe. (2) A small river.,,(1) A pipe. (2) A small river.,,,mainDictionary_repaired.csv,95,original,,Nal,Nअl,low,unmapped_chars_sample='Nl' count=2,"[{'matched': None, 'char': 'N', 'pos': 0}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 1, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'l', 'pos': 2}]"
3150,Nā'l,Na'l,,NOUN,n.m.,,,The joint of the waist.,,The joint of the waist.,,,mainDictionary_repaired.csv,95,original,,Naː'l,Nआ'l,low,unmapped_chars_sample='N'l' count=3,"[{'matched': None, 'char': 'N', 'pos': 0}, {'matched': 'ā', 'ipa': 'aː', 'deva': 'आ', 'pos': 1, 'len': 1, 'note': ""Long 'a' vowel""}, {'matched': None, 'char': ""'"", 'pos': 2}, {'matched': None, 'char': 'l', 'pos': 3}]"
3151,Nālā,Nala,,NOUN,n.m.,,,A waterfall.,,A waterfall.,,,mainDictionary_repaired.csv,95,original,,Naːlaː,Nआlआ,low,unmapped_chars_sample='Nl' count=2,"[{'matched': None, 'char': 'N', 'pos': 0}, {'matched': 'ā', 'ipa': 'aː', 'deva': 'आ', 'pos': 1, 'len': 1, 'note': ""Long 'a' vowel""}, {'matched': None, 'char': 'l', 'pos': 2}, {'matched': 'ā', 'ipa': 'aː', 'deva': 'आ', 'pos': 3, 'len': 1, 'note': ""Long 'a' vowel""}]"
3152,Nalāek,Nalaek,,ADJ.,adj.,,(P. nā-lāyiq),"Ignorant, unwise.",,"Ignorant, unwise.",,,mainDictionary_repaired.csv,95,original,,Nalaːek,Nअlआएk,low,unmapped_chars_sample='Nlk' count=3,"[{'matched': None, 'char': 'N', 'pos': 0}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 1, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'l', 'pos': 2}, {'matched': 'ā', 'ipa': 'aː', 'deva': 'आ', 'pos': 3, 'len': 1, 'note': ""Long 'a' vowel""}, {'matched': 'e', 'ipa': 'e', 'deva': 'ए', 'pos': 4, 'len': 1, 'note': 'Mid-front vowel'}, {'matched': None, 'char': 'k', 'pos': 5}]"
3153,Nal-bāī,Nal-bai,,N.F.,n.f.,,,A kind of disease.,,A kind of disease.,,"(fr. nāl, sinews, and bāī, wind).",mainDictionary_repaired.csv,95,original,,Nal-baːī,Nअl-bआī,low,unmapped_chars_sample='Nl-bī' count=5,"[{'matched': None, 'char': 'N', 'pos': 0}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 1, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'l', 'pos': 2}, {'matched': None, 'char': '-', 'pos': 3}, {'matched': None, 'char': 'b', 'pos': 4}, {'matched': 'ā', 'ipa': 'aː', 'deva': 'आ', 'pos': 5, 'len': 1, 'note': ""Long 'a' vowel""}]"
3154,Nalī,Nali,,N.F.,n.f.,,,The bone of the leg.,,The bone of the leg.,,,mainDictionary_repaired.csv,95,original,,Nalī,Nअlī,low,unmapped_chars_sample='Nlī' count=3,"[{'matched': None, 'char': 'N', 'pos': 0}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 1, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'l', 'pos': 2}, {'matched': None, 'char': 'ī', 'pos': 3}]"
3155,Nālh,Nalh,,N.F.,n.f.,,,A small rivulet.,,A small rivulet.,,,mainDictionary_repaired.csv,95,original,,Naːlh,Nआlh,low,unmapped_chars_sample='Nlh' count=3,"[{'matched': None, 'char': 'N', 'pos': 0}, {'matched': 'ā', 'ipa': 'aː', 'deva': 'आ', 'pos': 1, 'len': 1, 'note': ""Long 'a' vowel""}, {'matched': None, 'char': 'l', 'pos': 2}, {'matched': None, 'char': 'h', 'pos': 3}]"
3156,Nālshī,Nalshi,,N.F.,n.f.,,(P. nālish),Complaint.,,Complaint.,,"-karnī, v.t. ir. To bring a complaint.",mainDictionary_repaired.csv,95,original,,Naːlshī,Nआlshī,low,unmapped_chars_sample='Nlshī' count=5,"[{'matched': None, 'char': 'N', 'pos': 0}, {'matched': 'ā', 'ipa': 'aː', 'deva': 'आ', 'pos': 1, 'len': 1, 'note': ""Long 'a' vowel""}, {'matched': None, 'char': 'l', 'pos': 2}, {'matched': None, 'char': 's', 'pos': 3}, {'matched': None, 'char': 'h', 'pos': 4}, {'matched': None, 'char': 'ī', 'pos': 5}]"
3157,Nālū,Nalu,,NOUN,n.m.,,,"A spring.,-we-lāṇā, v.t. re. To put a child under a small thread of water.,It is a custom among all hill people to put children in summer under a water spring to sleep.",,"A spring.,-we-lāṇā, v.t. re. To put a child under a small thread of water.,It is a custom among all hill people to put children in summer under a water spring to sleep.",,,mainDictionary_repaired.csv,95,original,,Naːluː,Nआlऊ,low,unmapped_chars_sample='Nl' count=2,"[{'matched': None, 'char': 'N', 'pos': 0}, {'matched': 'ā', 'ipa': 'aː', 'deva': 'आ', 'pos': 1, 'len': 1, 'note': ""Long 'a' vowel""}, {'matched': None, 'char': 'l', 'pos': 2}, {'matched': 'ū', 'ipa': 'uː', 'deva': 'ऊ', 'pos': 3, 'len': 1, 'note': ""Long 'u' vowel""}]"
3158,Nālu-mūsā,Nalu-musa,,NOUN,n.m.,,,A mongoose.,,A mongoose.,,,mainDictionary_repaired.csv,95,original,,Naːlu-muːsaː,Nआlu-mऊsआ,low,unmapped_chars_sample='Nlu-ms' count=6,"[{'matched': None, 'char': 'N', 'pos': 0}, {'matched': 'ā', 'ipa': 'aː', 'deva': 'आ', 'pos': 1, 'len': 1, 'note': ""Long 'a' vowel""}, {'matched': None, 'char': 'l', 'pos': 2}, {'matched': None, 'char': 'u', 'pos': 3}, {'matched': None, 'char': '-', 'pos': 4}, {'matched': None, 'char': 'm', 'pos': 5}]"
3159,Namālá,Namala,,NOUN,n.m.,,,A request to a village deity.,,A request to a village deity.,,"-karnā, v.t. re. to ask a deity about one's troubles, etc. -deṇā, v.i. re. To decide verbally, by a village deity. (Also nmāle).",mainDictionary_repaired.csv,95,original,,Namaːlá,Nअmआlá,low,unmapped_chars_sample='Nmlá' count=4,"[{'matched': None, 'char': 'N', 'pos': 0}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 1, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'm', 'pos': 2}, {'matched': 'ā', 'ipa': 'aː', 'deva': 'आ', 'pos': 3, 'len': 1, 'note': ""Long 'a' vowel""}, {'matched': None, 'char': 'l', 'pos': 4}, {'matched': None, 'char': 'á', 'pos': 5}]"
3160,Namawlá or nmāwlá,Namawla or nmawla,,ADJ.,adj.,,,Motherless.,,Motherless.,,,mainDictionary_repaired.csv,95,original,,Namawlá or nmaːwlá,Nअmअwlá ओr nmआwlá,low,unmapped_chars_sample='Nmwlá ' count=13,"[{'matched': None, 'char': 'N', 'pos': 0}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 1, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'm', 'pos': 2}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 3, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'w', 'pos': 4}, {'matched': None, 'char': 'l', 'pos': 5}]"
3161,"Nān, nānā","Nan, nana",,NOUN,n.m.,,,Maternal grandfather.,,Maternal grandfather.,,The former is used in Bashahr.,mainDictionary_repaired.csv,95,original,,"Naːn, naːnaː","Nआn, nआnआ",low,"unmapped_chars_sample='Nn, nn' count=6","[{'matched': None, 'char': 'N', 'pos': 0}, {'matched': 'ā', 'ipa': 'aː', 'deva': 'आ', 'pos': 1, 'len': 1, 'note': ""Long 'a' vowel""}, {'matched': None, 'char': 'n', 'pos': 2}, {'matched': None, 'char': ',', 'pos': 3}, {'matched': None, 'char': ' ', 'pos': 4}, {'matched': None, 'char': 'n', 'pos': 5}]"
3162,Nanad,Nanad,,N.F.,n.f.,,(S. Nanāndṛi),The husband's sister.,,The husband's sister.,,,mainDictionary_repaired.csv,95,original,,Nanad,Nअnअd,low,unmapped_chars_sample='Nnd' count=3,"[{'matched': None, 'char': 'N', 'pos': 0}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 1, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'n', 'pos': 2}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 3, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'd', 'pos': 4}]"
3163,Nañchāwṇu,Nanchawnu,,V.T.,v.t. re.,,,To cause or allow to dance.,,To cause or allow to dance.,,"f. -ī, pl. -é.",mainDictionary_repaired.csv,95,original,,Nañt͡ʃaːwṇu,Nअñचाwṇu,low,unmapped_chars_sample='Nñwṇu' count=5,"[{'matched': None, 'char': 'N', 'pos': 0}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 1, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'ñ', 'pos': 2}, {'matched': 'chā', 'ipa': 't͡ʃaː', 'deva': 'चा', 'pos': 3, 'len': 3, 'note': 'ch + long a'}, {'matched': None, 'char': 'w', 'pos': 6}, {'matched': None, 'char': 'ṇ', 'pos': 7}]"
3164,Nāñchṇu,Nanchnu,,V.S.,v.s. re.,,,To dance.,,To dance.,,"f. -ī, pl. -é.",mainDictionary_repaired.csv,95,original,,Naːñt͡ʃṇu,Nआñच/छṇu,low,unmapped_chars_sample='Nñṇu' count=4,"[{'matched': None, 'char': 'N', 'pos': 0}, {'matched': 'ā', 'ipa': 'aː', 'deva': 'आ', 'pos': 1, 'len': 1, 'note': ""Long 'a' vowel""}, {'matched': None, 'char': 'ñ', 'pos': 2}, {'matched': 'ch', 'ipa': 't͡ʃ', 'deva': 'च/छ', 'pos': 3, 'len': 2, 'note': ""Palatal affricate (as in 'church')""}, {'matched': None, 'char': 'ṇ', 'pos': 5}, {'matched': None, 'char': 'u', 'pos': 6}]"
3165,Nandoī,Nandoi,,NOUN,n.m.,,,The husband of a husband's sister.,,The husband of a husband's sister.,,,mainDictionary_repaired.csv,95,original,,Nandoī,Nअndओī,low,unmapped_chars_sample='Nndī' count=4,"[{'matched': None, 'char': 'N', 'pos': 0}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 1, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'n', 'pos': 2}, {'matched': None, 'char': 'd', 'pos': 3}, {'matched': 'o', 'ipa': 'o', 'deva': 'ओ', 'pos': 4, 'len': 1, 'note': 'Mid-back rounded vowel'}, {'matched': None, 'char': 'ī', 'pos': 5}]"
3166,"Naṅgū, -ā","Nangu, -a",,ADJ.,adj. m.,,,Naked.,,Naked.,,"f. -ī, pl. -é.",mainDictionary_repaired.csv,95,original,,"Naṅguː, -aː","Nअṅgऊ, -आ",low,"unmapped_chars_sample='Nṅg, -' count=6","[{'matched': None, 'char': 'N', 'pos': 0}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 1, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'ṅ', 'pos': 2}, {'matched': None, 'char': 'g', 'pos': 3}, {'matched': 'ū', 'ipa': 'uː', 'deva': 'ऊ', 'pos': 4, 'len': 1, 'note': ""Long 'u' vowel""}, {'matched': None, 'char': ',', 'pos': 5}]"
3167,Nānh,Nanh,,ADV.,adv.,,,Negatively.,,Negatively.,,"-deṇī, v.t. ir. To deny, to refuse.",mainDictionary_repaired.csv,95,original,,Naːnh,Nआnh,low,unmapped_chars_sample='Nnh' count=3,"[{'matched': None, 'char': 'N', 'pos': 0}, {'matched': 'ā', 'ipa': 'aː', 'deva': 'आ', 'pos': 1, 'len': 1, 'note': ""Long 'a' vowel""}, {'matched': None, 'char': 'n', 'pos': 2}, {'matched': None, 'char': 'h', 'pos': 3}]"
3168,Nānī,Nani,,N.F.,n.f.,,,Maternal grandmother.,,Maternal grandmother.,,,mainDictionary_repaired.csv,95,original,,Naːnī,Nआnī,low,unmapped_chars_sample='Nnī' count=3,"[{'matched': None, 'char': 'N', 'pos': 0}, {'matched': 'ā', 'ipa': 'aː', 'deva': 'आ', 'pos': 1, 'len': 1, 'note': ""Long 'a' vowel""}, {'matched': None, 'char': 'n', 'pos': 2}, {'matched': None, 'char': 'ī', 'pos': 3}]"
3169,Nāṅkā,Nanka,,NOUN,n.m.,,,The mother's home.,,The mother's home.,,,mainDictionary_repaired.csv,95,original,,Naːŋkaː,Nआङ / आँ (nasal)kआ,low,unmapped_chars_sample='Nk' count=2,"[{'matched': None, 'char': 'N', 'pos': 0}, {'matched': 'āṅ', 'ipa': 'aːŋ', 'deva': 'आङ / आँ (nasal)', 'pos': 1, 'len': 2, 'note': ""Long 'a' with final nasal (could be vowel nasalization or velar nasal)""}, {'matched': None, 'char': 'k', 'pos': 3}, {'matched': 'ā', 'ipa': 'aː', 'deva': 'आ', 'pos': 4, 'len': 1, 'note': ""Long 'a' vowel""}]"
3170,Nānsāl,Nansal,,NOUN,n.m.,,,See Nāṅkā.,,See Nāṅkā.,,,mainDictionary_repaired.csv,95,original,,Naːnsaːl,Nआnsआl,low,unmapped_chars_sample='Nnsl' count=4,"[{'matched': None, 'char': 'N', 'pos': 0}, {'matched': 'ā', 'ipa': 'aː', 'deva': 'आ', 'pos': 1, 'len': 1, 'note': ""Long 'a' vowel""}, {'matched': None, 'char': 'n', 'pos': 2}, {'matched': None, 'char': 's', 'pos': 3}, {'matched': 'ā', 'ipa': 'aː', 'deva': 'आ', 'pos': 4, 'len': 1, 'note': ""Long 'a' vowel""}, {'matched': None, 'char': 'l', 'pos': 5}]"
3171,Nāṅw,Nanw,,NOUN,n.m.,,(H. nām),A name.,,A name.,,,mainDictionary_repaired.csv,95,original,,Naːŋw,Nआङ / आँ (nasal)w,low,unmapped_chars_sample='Nw' count=2,"[{'matched': None, 'char': 'N', 'pos': 0}, {'matched': 'āṅ', 'ipa': 'aːŋ', 'deva': 'आङ / आँ (nasal)', 'pos': 1, 'len': 2, 'note': ""Long 'a' with final nasal (could be vowel nasalization or velar nasal)""}, {'matched': None, 'char': 'w', 'pos': 3}]"
3172,Nāṅwkaṇu,Nanwkanu,,V.T.,v.t. re.,,,To cause or allow to name.,,To cause or allow to name.,,,mainDictionary_repaired.csv,95,original,,Naːŋwkaṇu,Nआङ / आँ (nasal)wkअṇu,low,unmapped_chars_sample='Nwkṇu' count=5,"[{'matched': None, 'char': 'N', 'pos': 0}, {'matched': 'āṅ', 'ipa': 'aːŋ', 'deva': 'आङ / आँ (nasal)', 'pos': 1, 'len': 2, 'note': ""Long 'a' with final nasal (could be vowel nasalization or velar nasal)""}, {'matched': None, 'char': 'w', 'pos': 3}, {'matched': None, 'char': 'k', 'pos': 4}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 5, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'ṇ', 'pos': 6}]"
3173,Nāṅwkṇu,Nanwknu,,V.T.,v.t. re.,,,"To name, to enlist.",,"To name, to enlist.",,,mainDictionary_repaired.csv,95,original,,Naːŋwkṇu,Nआङ / आँ (nasal)wkṇu,low,unmapped_chars_sample='Nwkṇu' count=5,"[{'matched': None, 'char': 'N', 'pos': 0}, {'matched': 'āṅ', 'ipa': 'aːŋ', 'deva': 'आङ / आँ (nasal)', 'pos': 1, 'len': 2, 'note': ""Long 'a' with final nasal (could be vowel nasalization or velar nasal)""}, {'matched': None, 'char': 'w', 'pos': 3}, {'matched': None, 'char': 'k', 'pos': 4}, {'matched': None, 'char': 'ṇ', 'pos': 5}, {'matched': None, 'char': 'u', 'pos': 6}]"
3174,Nāp,Nap,,N.F.,n.f.,,,Measurement.,,Measurement.,,,mainDictionary_repaired.csv,95,original,,Naːp,Nआp,low,unmapped_chars_sample='Np' count=2,"[{'matched': None, 'char': 'N', 'pos': 0}, {'matched': 'ā', 'ipa': 'aː', 'deva': 'आ', 'pos': 1, 'len': 1, 'note': ""Long 'a' vowel""}, {'matched': None, 'char': 'p', 'pos': 2}]"
3175,Napāwṇu,Napawnu,,V.T.,v.t. re.,,,(1) To cause or allow to measure. (2) To cause or allow to bend.,,(1) To cause or allow to measure. (2) To cause or allow to bend.,,,mainDictionary_repaired.csv,95,original,,Napaːwṇu,Nअpआwṇu,low,unmapped_chars_sample='Npwṇu' count=5,"[{'matched': None, 'char': 'N', 'pos': 0}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 1, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'p', 'pos': 2}, {'matched': 'ā', 'ipa': 'aː', 'deva': 'आ', 'pos': 3, 'len': 1, 'note': ""Long 'a' vowel""}, {'matched': None, 'char': 'w', 'pos': 4}, {'matched': None, 'char': 'ṇ', 'pos': 5}]"
3176,Napṇu,Napnu,,V.S.,v.s. re.,,,"To bend, to be humble.",,"To bend, to be humble.",,"f. -ī, pl. -é.",mainDictionary_repaired.csv,95,original,,Napṇu,Nअpṇu,low,unmapped_chars_sample='Npṇu' count=4,"[{'matched': None, 'char': 'N', 'pos': 0}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 1, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'p', 'pos': 2}, {'matched': None, 'char': 'ṇ', 'pos': 3}, {'matched': None, 'char': 'u', 'pos': 4}]"
3177,Nāpṇu,Napnu,,V.T.,v.t. re.,,,To measure.,,To measure.,,"f. -ī, pl. -é.",mainDictionary_repaired.csv,95,original,,Naːpṇu,Nआpṇu,low,unmapped_chars_sample='Npṇu' count=4,"[{'matched': None, 'char': 'N', 'pos': 0}, {'matched': 'ā', 'ipa': 'aː', 'deva': 'आ', 'pos': 1, 'len': 1, 'note': ""Long 'a' vowel""}, {'matched': None, 'char': 'p', 'pos': 2}, {'matched': None, 'char': 'ṇ', 'pos': 3}, {'matched': None, 'char': 'u', 'pos': 4}]"
3178,Nar,Nar,,ADJ.,adj. m.,,,(1) Male. (2) Brave.,,(1) Male. (2) Brave.,,,mainDictionary_repaired.csv,95,original,,Nar,Nअr,low,unmapped_chars_sample='Nr' count=2,"[{'matched': None, 'char': 'N', 'pos': 0}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 1, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'r', 'pos': 2}]"
3179,Nāṛā,Nara,,NOUN,n.m.,,,Trouser string.,,Trouser string.,,,mainDictionary_repaired.csv,95,original,,Naːṛaː,Nआṛआ,low,unmapped_chars_sample='Nṛ' count=2,"[{'matched': None, 'char': 'N', 'pos': 0}, {'matched': 'ā', 'ipa': 'aː', 'deva': 'आ', 'pos': 1, 'len': 1, 'note': ""Long 'a' vowel""}, {'matched': None, 'char': 'ṛ', 'pos': 2}, {'matched': 'ā', 'ipa': 'aː', 'deva': 'आ', 'pos': 3, 'len': 1, 'note': ""Long 'a' vowel""}]"
3180,Narain,Narain,,NOUN,n.m.,,(S. Nārāyaṇa),The god Vishnu.,,The god Vishnu.,,,mainDictionary_repaired.csv,96,original,,Narain,Nअrअin,low,unmapped_chars_sample='Nrin' count=4,"[{'matched': None, 'char': 'N', 'pos': 0}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 1, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'r', 'pos': 2}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 3, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'i', 'pos': 4}, {'matched': None, 'char': 'n', 'pos': 5}]"
3181,"Narāṭ, nṛāṭ","Narat, nrat",,NOUN,n.m.,,,"Mistletoe, holly.",,"Mistletoe, holly.",,,mainDictionary_repaired.csv,96,original,,"Naraːʈ, nṛaːʈ","Nअrआट/बाट, nṛआट/बाट",low,"unmapped_chars_sample='Nr, nṛ' count=6","[{'matched': None, 'char': 'N', 'pos': 0}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 1, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'r', 'pos': 2}, {'matched': 'āṭ', 'ipa': 'aːʈ', 'deva': 'आट/बाट', 'pos': 3, 'len': 2, 'note': ""Long a + retroflex stop 'ṭ'""}, {'matched': None, 'char': ',', 'pos': 5}, {'matched': None, 'char': ' ', 'pos': 6}]"
3182,Narātte,Naratte,,NOUN,n.m. pl.,,"(S. Navarātri, nine nights)","A term used for the nine days of Chét and Asój, in which the grand worship of Devī (goddess) is performed.",,"A term used for the nine days of Chét and Asój, in which the grand worship of Devī (goddess) is performed.",,,mainDictionary_repaired.csv,96,original,,Naraːtte,Nअrआttए,low,unmapped_chars_sample='Nrtt' count=4,"[{'matched': None, 'char': 'N', 'pos': 0}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 1, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'r', 'pos': 2}, {'matched': 'ā', 'ipa': 'aː', 'deva': 'आ', 'pos': 3, 'len': 1, 'note': ""Long 'a' vowel""}, {'matched': None, 'char': 't', 'pos': 4}, {'matched': None, 'char': 't', 'pos': 5}]"
