id,headword,normalized_headword,pronunciation,pos,pos_tag,morph,etymology,gloss_en,gloss_ru,definition,senses,examples,source,page,confidence,notes,pronunciation_ipa,pronunciation_deva,pron_confidence,pron_note,pron_token_sample
3962,Tīj,Tij,,N.F.,n.f.,,(S. Tritīyā),The third day of the bright or dark half of a month.,,The third day of the bright or dark half of a month.,,,mainDictionary_repaired.csv,128,original,,Tīj,Tīj,low,unmapped_chars_sample='Tīj' count=3,"[{'matched': None, 'char': 'T', 'pos': 0}, {'matched': None, 'char': 'ī', 'pos': 1}, {'matched': None, 'char': 'j', 'pos': 2}]"
3963,Ṭīkā,Tika,,NOUN,n.m.,,,The heir apparent of a chief.,,The heir apparent of a chief.,,,mainDictionary_repaired.csv,128,original,,Ṭīkaː,Ṭīkआ,low,unmapped_chars_sample='Ṭīk' count=3,"[{'matched': None, 'char': 'Ṭ', 'pos': 0}, {'matched': None, 'char': 'ī', 'pos': 1}, {'matched': None, 'char': 'k', 'pos': 2}, {'matched': 'ā', 'ipa': 'aː', 'deva': 'आ', 'pos': 3, 'len': 1, 'note': ""Long 'a' vowel""}]"
3964,Ṭīkā-lāṇā,Tika-lana,,V.T.,v.t. re.,,,To mark any one's forehead with sandal and pay him some cash.,,To mark any one's forehead with sandal and pay him some cash.,,This custom is observed at a wedding or investiture with the sacred thread.,mainDictionary_repaired.csv,128,original,,Ṭīkaː-laːṇaː,Ṭīkआ-lआṇआ,low,unmapped_chars_sample='Ṭīk-lṇ' count=6,"[{'matched': None, 'char': 'Ṭ', 'pos': 0}, {'matched': None, 'char': 'ī', 'pos': 1}, {'matched': None, 'char': 'k', 'pos': 2}, {'matched': 'ā', 'ipa': 'aː', 'deva': 'आ', 'pos': 3, 'len': 1, 'note': ""Long 'a' vowel""}, {'matched': None, 'char': '-', 'pos': 4}, {'matched': None, 'char': 'l', 'pos': 5}]"
3965,Ṭīkāwṇu,Tikawnu,,V.T.,v.t. re.,,,(1) To cause or allow to stay. (2) To mark on the forehead.,,(1) To cause or allow to stay. (2) To mark on the forehead.,,"f. -ī, pl. -é.",mainDictionary_repaired.csv,128,original,,Ṭīkaːwṇu,Ṭīkआwṇu,low,unmapped_chars_sample='Ṭīkwṇu' count=6,"[{'matched': None, 'char': 'Ṭ', 'pos': 0}, {'matched': None, 'char': 'ī', 'pos': 1}, {'matched': None, 'char': 'k', 'pos': 2}, {'matched': 'ā', 'ipa': 'aː', 'deva': 'आ', 'pos': 3, 'len': 1, 'note': ""Long 'a' vowel""}, {'matched': None, 'char': 'w', 'pos': 4}, {'matched': None, 'char': 'ṇ', 'pos': 5}]"
3966,Ṭil,Til,,NOUN,n.m. pl.,,,Sesamum seeds.,,Sesamum seeds.,,,mainDictionary_repaired.csv,128,original,,Ṭil,Ṭil,low,unmapped_chars_sample='Ṭil' count=3,"[{'matched': None, 'char': 'Ṭ', 'pos': 0}, {'matched': None, 'char': 'i', 'pos': 1}, {'matched': None, 'char': 'l', 'pos': 2}]"
3967,"Ṭilāru, tlāru","Tilaru, tlaru",,NOUN,n.m.,,,An earthen pot to keep oil in.,,An earthen pot to keep oil in.,,,mainDictionary_repaired.csv,128,original,,"Ṭilaːru, tlaːru","Ṭilआru, tlआru",low,"unmapped_chars_sample='Ṭilru,' count=11","[{'matched': None, 'char': 'Ṭ', 'pos': 0}, {'matched': None, 'char': 'i', 'pos': 1}, {'matched': None, 'char': 'l', 'pos': 2}, {'matched': 'ā', 'ipa': 'aː', 'deva': 'आ', 'pos': 3, 'len': 1, 'note': ""Long 'a' vowel""}, {'matched': None, 'char': 'r', 'pos': 4}, {'matched': None, 'char': 'u', 'pos': 5}]"
3968,Ṭilowé,Tilowe,,NOUN,n.m. pl.,,,A kind of sweetmeat made of sesamum.,,A kind of sweetmeat made of sesamum.,,,mainDictionary_repaired.csv,128,original,,Ṭiloweː,Ṭilओwए (lengthened),low,unmapped_chars_sample='Ṭilw' count=4,"[{'matched': None, 'char': 'Ṭ', 'pos': 0}, {'matched': None, 'char': 'i', 'pos': 1}, {'matched': None, 'char': 'l', 'pos': 2}, {'matched': 'o', 'ipa': 'o', 'deva': 'ओ', 'pos': 3, 'len': 1, 'note': 'Mid-back rounded vowel'}, {'matched': None, 'char': 'w', 'pos': 4}, {'matched': 'é', 'ipa': 'eː', 'deva': 'ए (lengthened)', 'pos': 5, 'len': 1, 'note': 'Marked as distinct in orthography; likely length or stress'}]"
3969,"Ṭimbā-ṭu, ṭimṛāī","Timba-tu, timrai",,N.F.,n.f.,,,"A thorny shrub, called téjbal in Hindī.",,"A thorny shrub, called téjbal in Hindī.",,,mainDictionary_repaired.csv,128,original,,"Ṭimbaː-ṭu, ṭimṛaːī","Ṭimbआ-ṭu, ṭimṛआī",low,unmapped_chars_sample='Ṭimb-ṭ' count=14,"[{'matched': None, 'char': 'Ṭ', 'pos': 0}, {'matched': None, 'char': 'i', 'pos': 1}, {'matched': None, 'char': 'm', 'pos': 2}, {'matched': None, 'char': 'b', 'pos': 3}, {'matched': 'ā', 'ipa': 'aː', 'deva': 'आ', 'pos': 4, 'len': 1, 'note': ""Long 'a' vowel""}, {'matched': None, 'char': '-', 'pos': 5}]"
3970,Ṭin-dā,Tin-da,,ADJ.,adj. m.,,,In it or in that.,,In it or in that.,,"f. -ī, pl. -é.",mainDictionary_repaired.csv,128,original,,Ṭin-daː,Ṭin-dआ,low,unmapped_chars_sample='Ṭin-d' count=5,"[{'matched': None, 'char': 'Ṭ', 'pos': 0}, {'matched': None, 'char': 'i', 'pos': 1}, {'matched': None, 'char': 'n', 'pos': 2}, {'matched': None, 'char': '-', 'pos': 3}, {'matched': None, 'char': 'd', 'pos': 4}, {'matched': 'ā', 'ipa': 'aː', 'deva': 'आ', 'pos': 5, 'len': 1, 'note': ""Long 'a' vowel""}]"
3971,Ṭīṇḍā,Tinda,,NOUN,n.m.,,,The fruit of the opium plant.,,The fruit of the opium plant.,,(Also tīṇḍlū).,mainDictionary_repaired.csv,128,original,,Ṭīṇḍaː,Ṭīṇḍआ,low,unmapped_chars_sample='Ṭīṇḍ' count=4,"[{'matched': None, 'char': 'Ṭ', 'pos': 0}, {'matched': None, 'char': 'ī', 'pos': 1}, {'matched': None, 'char': 'ṇ', 'pos': 2}, {'matched': None, 'char': 'ḍ', 'pos': 3}, {'matched': 'ā', 'ipa': 'aː', 'deva': 'आ', 'pos': 4, 'len': 1, 'note': ""Long 'a' vowel""}]"
3972,Ṭiné,Tine,,PRO.,pro. m. and f.,,,They or by them.,,They or by them.,,(Agentive).,mainDictionary_repaired.csv,128,original,,Ṭineː,Ṭinए (lengthened),low,unmapped_chars_sample='Ṭin' count=3,"[{'matched': None, 'char': 'Ṭ', 'pos': 0}, {'matched': None, 'char': 'i', 'pos': 1}, {'matched': None, 'char': 'n', 'pos': 2}, {'matched': 'é', 'ipa': 'eː', 'deva': 'ए (lengthened)', 'pos': 3, 'len': 1, 'note': 'Marked as distinct in orthography; likely length or stress'}]"
3973,Ṭiméň,Timen,,PRO.,pro.,,,He or by him.,,He or by him.,,(Agentive). 'Ṭiméň bolu.' - 'He said.',mainDictionary_repaired.csv,128,original,,Ṭimeːň,Ṭimए (lengthened)ň,low,unmapped_chars_sample='Ṭimň' count=4,"[{'matched': None, 'char': 'Ṭ', 'pos': 0}, {'matched': None, 'char': 'i', 'pos': 1}, {'matched': None, 'char': 'm', 'pos': 2}, {'matched': 'é', 'ipa': 'eː', 'deva': 'ए (lengthened)', 'pos': 3, 'len': 1, 'note': 'Marked as distinct in orthography; likely length or stress'}, {'matched': None, 'char': 'ň', 'pos': 4}]"
3974,Ṭino,Tino,,PRO.,pro. m. and f.,,,Them.,,Them.,,"-khé, For them or to them. -rā or -ru, m. -rī, f. -re, pl. Of them or their. -lā, From them. -dā or -du, m. -dī, f. -de, pl. In them.",mainDictionary_repaired.csv,128,original,,Ṭino,Ṭinओ,low,unmapped_chars_sample='Ṭin' count=3,"[{'matched': None, 'char': 'Ṭ', 'pos': 0}, {'matched': None, 'char': 'i', 'pos': 1}, {'matched': None, 'char': 'n', 'pos': 2}, {'matched': 'o', 'ipa': 'o', 'deva': 'ओ', 'pos': 3, 'len': 1, 'note': 'Mid-back rounded vowel'}]"
3975,Tīṇū,Tinu,,ADJ.,adj.,,,See Tishu.,,See Tishu.,,(Bashāhr).,mainDictionary_repaired.csv,128,original,,Tīṇuː,Tīṇऊ,low,unmapped_chars_sample='Tīṇ' count=3,"[{'matched': None, 'char': 'T', 'pos': 0}, {'matched': None, 'char': 'ī', 'pos': 1}, {'matched': None, 'char': 'ṇ', 'pos': 2}, {'matched': 'ū', 'ipa': 'uː', 'deva': 'ऊ', 'pos': 3, 'len': 1, 'note': ""Long 'u' vowel""}]"
3976,Ṭipā,Tipa,,NOUN,n.m.,,,A drop.,,A drop.,,"-lāgnā, v.i. re. To leak.",mainDictionary_repaired.csv,128,original,,Ṭipaː,Ṭipआ,low,unmapped_chars_sample='Ṭip' count=3,"[{'matched': None, 'char': 'Ṭ', 'pos': 0}, {'matched': None, 'char': 'i', 'pos': 1}, {'matched': None, 'char': 'p', 'pos': 2}, {'matched': 'ā', 'ipa': 'aː', 'deva': 'आ', 'pos': 3, 'len': 1, 'note': ""Long 'a' vowel""}]"
3977,Ṭipe-ṭārné,Tipe-tarne,,V.I.,v.i. re.,,,"To repair a roof, to prevent leaking.",,"To repair a roof, to prevent leaking.",,,mainDictionary_repaired.csv,128,original,,Ṭipe-ṭaːrneː,Ṭipए-ṭआrnए (lengthened),low,unmapped_chars_sample='Ṭip-ṭr' count=7,"[{'matched': None, 'char': 'Ṭ', 'pos': 0}, {'matched': None, 'char': 'i', 'pos': 1}, {'matched': None, 'char': 'p', 'pos': 2}, {'matched': 'e', 'ipa': 'e', 'deva': 'ए', 'pos': 3, 'len': 1, 'note': 'Mid-front vowel'}, {'matched': None, 'char': '-', 'pos': 4}, {'matched': None, 'char': 'ṭ', 'pos': 5}]"
3978,Ṭiprā,Tipra,,NOUN,n.m.,,,See Ṭīp.,,See Ṭīp.,,,mainDictionary_repaired.csv,128,original,,Ṭipraː,Ṭiprआ,low,unmapped_chars_sample='Ṭipr' count=4,"[{'matched': None, 'char': 'Ṭ', 'pos': 0}, {'matched': None, 'char': 'i', 'pos': 1}, {'matched': None, 'char': 'p', 'pos': 2}, {'matched': None, 'char': 'r', 'pos': 3}, {'matched': 'ā', 'ipa': 'aː', 'deva': 'आ', 'pos': 4, 'len': 1, 'note': ""Long 'a' vowel""}]"
3979,Ṭīp,Tip,,N.F.,n.f.,,,(1) A peak of a hill. (2) A rim.,,(1) A peak of a hill. (2) A rim.,,,mainDictionary_repaired.csv,128,original,,Ṭīp,Ṭīp,low,unmapped_chars_sample='Ṭīp' count=3,"[{'matched': None, 'char': 'Ṭ', 'pos': 0}, {'matched': None, 'char': 'ī', 'pos': 1}, {'matched': None, 'char': 'p', 'pos': 2}]"
3980,Ṭir,Tir,,N.F.,n.f.,,(1) A crack.,"-āwṇī,v.i. re. To crack. (2) n.f. The top of a hill.,128",,"-āwṇī,v.i. re. To crack. (2) n.f. The top of a hill.,128",,,mainDictionary_repaired.csv,,original,,Ṭir,Ṭir,low,unmapped_chars_sample='Ṭir' count=3,"[{'matched': None, 'char': 'Ṭ', 'pos': 0}, {'matched': None, 'char': 'i', 'pos': 1}, {'matched': None, 'char': 'r', 'pos': 2}]"
3981,Ṭirī,Tiri,,ADV.,adv.,,,By way of the hill.,,By way of the hill.,,,mainDictionary_repaired.csv,128,original,,Ṭirī,Ṭirī,low,unmapped_chars_sample='Ṭirī' count=4,"[{'matched': None, 'char': 'Ṭ', 'pos': 0}, {'matched': None, 'char': 'i', 'pos': 1}, {'matched': None, 'char': 'r', 'pos': 2}, {'matched': None, 'char': 'ī', 'pos': 3}]"
3982,Ṭiṛī,Tiri,,N.F.,n.f.,,,A narrow window.,,A narrow window.,,,mainDictionary_repaired.csv,128,original,,Ṭiṛī,Ṭiṛī,low,unmapped_chars_sample='Ṭiṛī' count=4,"[{'matched': None, 'char': 'Ṭ', 'pos': 0}, {'matched': None, 'char': 'i', 'pos': 1}, {'matched': None, 'char': 'ṛ', 'pos': 2}, {'matched': None, 'char': 'ī', 'pos': 3}]"
3983,Ṭirṇu,Tirnu,,V.I.,v.i. re.,,,To swim.,,To swim.,,,mainDictionary_repaired.csv,128,original,,Ṭirṇu,Ṭirṇu,low,unmapped_chars_sample='Ṭirṇu' count=5,"[{'matched': None, 'char': 'Ṭ', 'pos': 0}, {'matched': None, 'char': 'i', 'pos': 1}, {'matched': None, 'char': 'r', 'pos': 2}, {'matched': None, 'char': 'ṇ', 'pos': 3}, {'matched': None, 'char': 'u', 'pos': 4}]"
3984,Tīrth,Tirth,,NOUN,n.m.,,(S. Tīrtha),"A sacred place, a holy shrine.",,"A sacred place, a holy shrine.",,,mainDictionary_repaired.csv,128,original,,Tīrt̪ʰ,Tīrथ,low,unmapped_chars_sample='Tīr' count=3,"[{'matched': None, 'char': 'T', 'pos': 0}, {'matched': None, 'char': 'ī', 'pos': 1}, {'matched': None, 'char': 'r', 'pos': 2}, {'matched': 'th', 'ipa': 't̪ʰ', 'deva': 'थ', 'pos': 3, 'len': 2, 'note': ""Dental aspirated 't'""}]"
3985,"Tishkā, tisā","Tishka, tisa",,ADV.,adv. m.,,,"Such, so.",,"Such, so.",,"f. -ī, pl. -é.",mainDictionary_repaired.csv,128,original,,"Tishkaː, tisaː","Tishkआ, tisआ",low,"unmapped_chars_sample='Tishk,' count=10","[{'matched': None, 'char': 'T', 'pos': 0}, {'matched': None, 'char': 'i', 'pos': 1}, {'matched': None, 'char': 's', 'pos': 2}, {'matched': None, 'char': 'h', 'pos': 3}, {'matched': None, 'char': 'k', 'pos': 4}, {'matched': 'ā', 'ipa': 'aː', 'deva': 'आ', 'pos': 5, 'len': 1, 'note': ""Long 'a' vowel""}]"
3986,"Tishkā, -u","Tishka, -u",,ADV.,adv. m.,,,To that side.,,To that side.,,"f. -ī, pl. -é.",mainDictionary_repaired.csv,128,original,,"Tishkaː, -u","Tishkआ, -u",low,"unmapped_chars_sample='Tishk,' count=9","[{'matched': None, 'char': 'T', 'pos': 0}, {'matched': None, 'char': 'i', 'pos': 1}, {'matched': None, 'char': 's', 'pos': 2}, {'matched': None, 'char': 'h', 'pos': 3}, {'matched': None, 'char': 'k', 'pos': 4}, {'matched': 'ā', 'ipa': 'aː', 'deva': 'आ', 'pos': 5, 'len': 1, 'note': ""Long 'a' vowel""}]"
3987,Ṭishkaṇ,Tishkan,,N.F.,n.f.,,,The act of slipping or tumbling.,,The act of slipping or tumbling.,,,mainDictionary_repaired.csv,128,original,,Ṭishkaṇ,Ṭishkअṇ,low,unmapped_chars_sample='Ṭishkṇ' count=6,"[{'matched': None, 'char': 'Ṭ', 'pos': 0}, {'matched': None, 'char': 'i', 'pos': 1}, {'matched': None, 'char': 's', 'pos': 2}, {'matched': None, 'char': 'h', 'pos': 3}, {'matched': None, 'char': 'k', 'pos': 4}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 5, 'len': 1, 'note': ""Short 'a' vowel""}]"
3988,Ṭishkāwṇu,Tishkawnu,,V.T.,v.t. re.,,,To cause or allow to slip or tumble.,,To cause or allow to slip or tumble.,,"f. -ī, pl. -é.",mainDictionary_repaired.csv,128,original,,Ṭishkaːwṇu,Ṭishkआwṇu,low,unmapped_chars_sample='Ṭishkw' count=8,"[{'matched': None, 'char': 'Ṭ', 'pos': 0}, {'matched': None, 'char': 'i', 'pos': 1}, {'matched': None, 'char': 's', 'pos': 2}, {'matched': None, 'char': 'h', 'pos': 3}, {'matched': None, 'char': 'k', 'pos': 4}, {'matched': 'ā', 'ipa': 'aː', 'deva': 'आ', 'pos': 5, 'len': 1, 'note': ""Long 'a' vowel""}]"
3989,Ṭishkṇu,Tishknu,,V.I.,v.i. re.,,,"To tumble, to slip.",,"To tumble, to slip.",,"f. -ī, pl. -é.",mainDictionary_repaired.csv,128,original,,Ṭishkṇu,Ṭishkṇu,low,unmapped_chars_sample='Ṭishkṇ' count=7,"[{'matched': None, 'char': 'Ṭ', 'pos': 0}, {'matched': None, 'char': 'i', 'pos': 1}, {'matched': None, 'char': 's', 'pos': 2}, {'matched': None, 'char': 'h', 'pos': 3}, {'matched': None, 'char': 'k', 'pos': 4}, {'matched': None, 'char': 'ṇ', 'pos': 5}]"
3990,"Ṭiṭu, tisū","Titu, tisu",,ADJ.,adj.,,,"So, such.",,"So, such.",,,mainDictionary_repaired.csv,128,original,,"Ṭiṭu, tisuː","Ṭiṭu, tisऊ",low,"unmapped_chars_sample='Ṭiṭu, ' count=9","[{'matched': None, 'char': 'Ṭ', 'pos': 0}, {'matched': None, 'char': 'i', 'pos': 1}, {'matched': None, 'char': 'ṭ', 'pos': 2}, {'matched': None, 'char': 'u', 'pos': 3}, {'matched': None, 'char': ',', 'pos': 4}, {'matched': None, 'char': ' ', 'pos': 5}]"
3991,Ṭiṭṭar,Tittar,,NOUN,n.m.,,"(S. Atithi, a guest)","A mendicant, a devotee.",,"A mendicant, a devotee.",,,mainDictionary_repaired.csv,128,original,,Ṭiṭṭar,Ṭiṭṭअr,low,unmapped_chars_sample='Ṭiṭṭr' count=5,"[{'matched': None, 'char': 'Ṭ', 'pos': 0}, {'matched': None, 'char': 'i', 'pos': 1}, {'matched': None, 'char': 'ṭ', 'pos': 2}, {'matched': None, 'char': 'ṭ', 'pos': 3}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 4, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'r', 'pos': 5}]"
3992,Ṭīṭr,Titr,,NOUN,n.m.,,(H. tītar),A partridge.,,A partridge.,,,mainDictionary_repaired.csv,128,original,,Ṭīṭr,Ṭīṭr,low,unmapped_chars_sample='Ṭīṭr' count=4,"[{'matched': None, 'char': 'Ṭ', 'pos': 0}, {'matched': None, 'char': 'ī', 'pos': 1}, {'matched': None, 'char': 'ṭ', 'pos': 2}, {'matched': None, 'char': 'r', 'pos': 3}]"
3993,Ṭiṭṭr-biṭṭr-hoṇu,Tittr-bittr-honu,,V.S.,v.s. ir.,,,To be dispersed.,,To be dispersed.,,,mainDictionary_repaired.csv,129,original,,Ṭiṭṭr-biṭṭr-hoṇu,Ṭiṭṭr-biṭṭr-hओṇu,low,unmapped_chars_sample='Ṭiṭṭr-' count=15,"[{'matched': None, 'char': 'Ṭ', 'pos': 0}, {'matched': None, 'char': 'i', 'pos': 1}, {'matched': None, 'char': 'ṭ', 'pos': 2}, {'matched': None, 'char': 'ṭ', 'pos': 3}, {'matched': None, 'char': 'r', 'pos': 4}, {'matched': None, 'char': '-', 'pos': 5}]"
3994,Tiūṛī,Tiuri,,N.F.,n.f.,,,A stern look.,,A stern look.,,"-badalnī, v.t. re. To be angry or displeased.",mainDictionary_repaired.csv,129,original,,Tiuːṛī,Tiऊṛī,low,unmapped_chars_sample='Tiṛī' count=4,"[{'matched': None, 'char': 'T', 'pos': 0}, {'matched': None, 'char': 'i', 'pos': 1}, {'matched': 'ū', 'ipa': 'uː', 'deva': 'ऊ', 'pos': 2, 'len': 1, 'note': ""Long 'u' vowel""}, {'matched': None, 'char': 'ṛ', 'pos': 3}, {'matched': None, 'char': 'ī', 'pos': 4}]"
3995,Tlāṛu,Tlaru,,NOUN,n.m.,,,See Ṭalāṛu.,,See Ṭalāṛu.,,,mainDictionary_repaired.csv,129,original,,Tlaːṛu,Tlआṛu,low,unmapped_chars_sample='Tlṛu' count=4,"[{'matched': None, 'char': 'T', 'pos': 0}, {'matched': None, 'char': 'l', 'pos': 1}, {'matched': 'ā', 'ipa': 'aː', 'deva': 'आ', 'pos': 2, 'len': 1, 'note': ""Long 'a' vowel""}, {'matched': None, 'char': 'ṛ', 'pos': 3}, {'matched': None, 'char': 'u', 'pos': 4}]"
3996,Ṭlāwṇu,Tlawnu,,V.T.,v.t. re.,,,To cause or allow to weigh.,,To cause or allow to weigh.,,"f. -ī, pl. -é.",mainDictionary_repaired.csv,129,original,,Ṭlaːwṇu,Ṭlआwṇu,low,unmapped_chars_sample='Ṭlwṇu' count=5,"[{'matched': None, 'char': 'Ṭ', 'pos': 0}, {'matched': None, 'char': 'l', 'pos': 1}, {'matched': 'ā', 'ipa': 'aː', 'deva': 'आ', 'pos': 2, 'len': 1, 'note': ""Long 'a' vowel""}, {'matched': None, 'char': 'w', 'pos': 3}, {'matched': None, 'char': 'ṇ', 'pos': 4}, {'matched': None, 'char': 'u', 'pos': 5}]"
3997,Ṭmāchā,Tmacha,,NOUN,n.m.,,,See Tamāchā.,,See Tamāchā.,,,mainDictionary_repaired.csv,129,original,,Ṭmaːt͡ʃaː,Ṭmआचा,low,unmapped_chars_sample='Ṭm' count=2,"[{'matched': None, 'char': 'Ṭ', 'pos': 0}, {'matched': None, 'char': 'm', 'pos': 1}, {'matched': 'ā', 'ipa': 'aː', 'deva': 'आ', 'pos': 2, 'len': 1, 'note': ""Long 'a' vowel""}, {'matched': 'chā', 'ipa': 't͡ʃaː', 'deva': 'चा', 'pos': 3, 'len': 3, 'note': 'ch + long a'}]"
3998,Ṭmāṛū or -ā,Tmaru or -a,,PRO.,pro. m.,,,Your or yours.,,Your or yours.,,"f. -ī, pl. -é.",mainDictionary_repaired.csv,129,original,,Ṭmaːṛuː or -aː,Ṭmआṛऊ ओr -आ,low,unmapped_chars_sample='Ṭmṛ r ' count=7,"[{'matched': None, 'char': 'Ṭ', 'pos': 0}, {'matched': None, 'char': 'm', 'pos': 1}, {'matched': 'ā', 'ipa': 'aː', 'deva': 'आ', 'pos': 2, 'len': 1, 'note': ""Long 'a' vowel""}, {'matched': None, 'char': 'ṛ', 'pos': 3}, {'matched': 'ū', 'ipa': 'uː', 'deva': 'ऊ', 'pos': 4, 'len': 1, 'note': ""Long 'u' vowel""}, {'matched': None, 'char': ' ', 'pos': 5}]"
3999,Ṭmāshā,Tmasha,,NOUN,n.m.,,,A pastime.,,A pastime.,,,mainDictionary_repaired.csv,129,original,,Ṭmaːshaː,Ṭmआshआ,low,unmapped_chars_sample='Ṭmsh' count=4,"[{'matched': None, 'char': 'Ṭ', 'pos': 0}, {'matched': None, 'char': 'm', 'pos': 1}, {'matched': 'ā', 'ipa': 'aː', 'deva': 'आ', 'pos': 2, 'len': 1, 'note': ""Long 'a' vowel""}, {'matched': None, 'char': 's', 'pos': 3}, {'matched': None, 'char': 'h', 'pos': 4}, {'matched': 'ā', 'ipa': 'aː', 'deva': 'आ', 'pos': 5, 'len': 1, 'note': ""Long 'a' vowel""}]"
4000,Ṭmāhā-rā,Tmaha-ra,,PRO.,pro. m.,,,Your or yours.,,Your or yours.,,"f. -ī, pl. -é.",mainDictionary_repaired.csv,129,original,,Ṭmaːhaː-raː,Ṭmआhआ-rआ,low,unmapped_chars_sample='Ṭmh-r' count=5,"[{'matched': None, 'char': 'Ṭ', 'pos': 0}, {'matched': None, 'char': 'm', 'pos': 1}, {'matched': 'ā', 'ipa': 'aː', 'deva': 'आ', 'pos': 2, 'len': 1, 'note': ""Long 'a' vowel""}, {'matched': None, 'char': 'h', 'pos': 3}, {'matched': 'ā', 'ipa': 'aː', 'deva': 'आ', 'pos': 4, 'len': 1, 'note': ""Long 'a' vowel""}, {'matched': None, 'char': '-', 'pos': 5}]"
4001,Toḍī,Todi,,N.F.,n.f.,,,(1) A small corner of a field. (2) Name of a tune.,,(1) A small corner of a field. (2) Name of a tune.,,Syn. thūṛā.,mainDictionary_repaired.csv,129,original,,Toḍī,Tओḍī,low,unmapped_chars_sample='Tḍī' count=3,"[{'matched': None, 'char': 'T', 'pos': 0}, {'matched': 'o', 'ipa': 'o', 'deva': 'ओ', 'pos': 1, 'len': 1, 'note': 'Mid-back rounded vowel'}, {'matched': None, 'char': 'ḍ', 'pos': 2}, {'matched': None, 'char': 'ī', 'pos': 3}]"
4002,Tokā,Toka,,N.F.,n.f.,,,Pain (in the belly or waist).,,Pain (in the belly or waist).,,"-lāgnī, v.i. re. To suffer from pain. (Also -āwṇī).",mainDictionary_repaired.csv,129,original,,Tokaː,Tओkआ,low,unmapped_chars_sample='Tk' count=2,"[{'matched': None, 'char': 'T', 'pos': 0}, {'matched': 'o', 'ipa': 'o', 'deva': 'ओ', 'pos': 1, 'len': 1, 'note': 'Mid-back rounded vowel'}, {'matched': None, 'char': 'k', 'pos': 2}, {'matched': 'ā', 'ipa': 'aː', 'deva': 'आ', 'pos': 3, 'len': 1, 'note': ""Long 'a' vowel""}]"
4003,Tokā,Toka,,NOUN,n.m.,,,A taunt.,,A taunt.,,"-deṇā, v.i. ir. To speak ironically.",mainDictionary_repaired.csv,129,original,,Tokaː,Tओkआ,low,unmapped_chars_sample='Tk' count=2,"[{'matched': None, 'char': 'T', 'pos': 0}, {'matched': 'o', 'ipa': 'o', 'deva': 'ओ', 'pos': 1, 'len': 1, 'note': 'Mid-back rounded vowel'}, {'matched': None, 'char': 'k', 'pos': 2}, {'matched': 'ā', 'ipa': 'aː', 'deva': 'आ', 'pos': 3, 'len': 1, 'note': ""Long 'a' vowel""}]"
4004,Tokṇī,Tokni,,N.F.,n.f.,,,A brass pot for water or cooking purposes.,,A brass pot for water or cooking purposes.,,,mainDictionary_repaired.csv,129,original,,Tokṇī,Tओkṇī,low,unmapped_chars_sample='Tkṇī' count=4,"[{'matched': None, 'char': 'T', 'pos': 0}, {'matched': 'o', 'ipa': 'o', 'deva': 'ओ', 'pos': 1, 'len': 1, 'note': 'Mid-back rounded vowel'}, {'matched': None, 'char': 'k', 'pos': 2}, {'matched': None, 'char': 'ṇ', 'pos': 3}, {'matched': None, 'char': 'ī', 'pos': 4}]"
4005,Tokṇu,Toknu,,V.T.,v.t. re.,,,"(1) To look at with an evil eye, to accost, to hinder, to stop. (2) A small brass vessel.",,"(1) To look at with an evil eye, to accost, to hinder, to stop. (2) A small brass vessel.",,,mainDictionary_repaired.csv,129,original,,Tokṇu,Tओkṇu,low,unmapped_chars_sample='Tkṇu' count=4,"[{'matched': None, 'char': 'T', 'pos': 0}, {'matched': 'o', 'ipa': 'o', 'deva': 'ओ', 'pos': 1, 'len': 1, 'note': 'Mid-back rounded vowel'}, {'matched': None, 'char': 'k', 'pos': 2}, {'matched': None, 'char': 'ṇ', 'pos': 3}, {'matched': None, 'char': 'u', 'pos': 4}]"
4006,Ṭokṛā,Tokra,,NOUN,n.m.,,,A basket.,,A basket.,,,mainDictionary_repaired.csv,129,original,,Ṭokṛaː,Ṭओkṛआ,low,unmapped_chars_sample='Ṭkṛ' count=3,"[{'matched': None, 'char': 'Ṭ', 'pos': 0}, {'matched': 'o', 'ipa': 'o', 'deva': 'ओ', 'pos': 1, 'len': 1, 'note': 'Mid-back rounded vowel'}, {'matched': None, 'char': 'k', 'pos': 2}, {'matched': None, 'char': 'ṛ', 'pos': 3}, {'matched': 'ā', 'ipa': 'aː', 'deva': 'आ', 'pos': 4, 'len': 1, 'note': ""Long 'a' vowel""}]"
4007,Ṭokṛū,Tokru,,NOUN,n.m.,,,A grain reserver in a store-house.,,A grain reserver in a store-house.,,(Kullū).,mainDictionary_repaired.csv,129,original,,Ṭokṛuː,Ṭओkṛऊ,low,unmapped_chars_sample='Ṭkṛ' count=3,"[{'matched': None, 'char': 'Ṭ', 'pos': 0}, {'matched': 'o', 'ipa': 'o', 'deva': 'ओ', 'pos': 1, 'len': 1, 'note': 'Mid-back rounded vowel'}, {'matched': None, 'char': 'k', 'pos': 2}, {'matched': None, 'char': 'ṛ', 'pos': 3}, {'matched': 'ū', 'ipa': 'uː', 'deva': 'ऊ', 'pos': 4, 'len': 1, 'note': ""Long 'u' vowel""}]"
